Time_in_hr,A1,A2,A3,A5,A6,B1,B2,B3,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0.168055556,-0.20134535102909434,0.0,0.0326118855942537,0.01637589224931096,0.016710582488669898,0.0,0.0,-0.016710582488669898,0.015788618113382568,0.01700854278946506,0.03366698199995742,0.016710582488669898,0.01628271492696189,0.015788618113382568,0.016661934435898126,0.0,0.017422754509315866,0.0,0.01695814703327823,0.0,0.0,0.017317321642904514,0.017369878086566592,0.0,0.0,0.0,0.017317321642904514,0.0,0.0,0.017692040166893193,0.017059238968114378,0.01685824616949334,0.034067781757579435,0.0,0.0,0.0,0.017746899293945254,0.03610971243981119
0.342777778,-0.24322382081826088,0.0,0.016305942797126605,0.008187946124655454,0.0,0.016686258462283998,0.00802717277602083,0.0,0.007894309056691196,0.008504271394732754,0.016833490999978995,0.016686258462283998,0.01625961884639704,0.007894309056691196,0.008330967217948793,0.0,0.01739631629794136,0.017291201962743585,0.008479073516638902,0.0,0.0,0.00865866082145228,0.025976141006026854,0.0,0.0,0.0,0.0,0.0,0.0,0.01766477966117197,0.017033890878789926,0.008429123084746859,0.017033890878789926,0.008818759577725377,0.0,0.008818759577725377,0.008873449646972897,0.01805485621990588
0.5175,-0.3251894249116716,-4.440892098500626e-16,0.008118261382915826,-4.440892098500626e-16,-4.440892098500626e-16,0.016686258462283998,0.00802717277602083,0.016686258462283998,0.00787259153529396,-4.440892098500626e-16,0.016735048969394484,0.008330967217948793,0.0,0.00787259153529396,-0.016686258462283998,0.0,0.01734359986473555,0.017291201962743585,0.0,0.0,0.008429123084746415,0.0,0.017291201962743585,0.008737976921133317,0.01683349099997855,-4.440892098500626e-16,0.0,-4.440892098500626e-16,0.008928822277236126,0.0,0.025437369429877066,-4.440892098500626e-16,-4.440892098500626e-16,0.008818759577725821,0.0,0.008818759577725821,0.0,0.0
0.692222222,-0.3083547703979117,4.440892098500626e-16,0.01621355735642327,0.01630594279712705,0.0,0.0,0.0,0.008330967217949237,0.01572358471276969,0.008479073516639346,0.025066016187344164,0.0,-0.008118261382915826,0.00787259153529396,-0.008330967217948793,0.0,0.02589778053508862,-0.00863254114129175,0.00845402451850541,0.008258837531081031,0.008429123084746859,0.0,0.008606578572344592,0.008737976921133317,0.016833490999978995,4.440892098500626e-16,0.00865866082145228,4.440892098500626e-16,0.0,0.0,0.025362221119891615,0.00840436791523258,0.008479073516639346,0.0,0.0,0.0,0.0,0.0
0.866944444,-0.17759135923870906,0.0,0.008095295996673801,0.016305942843789722,-9.564038450093904e-11,0.008306784334053408,0.0,4.440892098500626e-16,0.01568050613787486,0.01693309798683096,0.008330967241790166,4.440892098500626e-16,4.440892098500626e-16,0.0,0.01668625841467275,4.440892098500626e-16,0.02581989139061669,-9.881429008373743e-11,0.008454024542698502,0.016493908543309566,0.0,0.0,0.01718735022462159,4.440892098500626e-16,0.0,0.0,0.0,0.0,-0.008928822302787243,0.008818759602962079,0.016833490951948527,0.025139416765006306,0.008479073540903492,0.0,0.0,0.0,0.0,0.0
1.041666667,-0.12253735274144528,0.0,0.0,0.008118261406147464,0.008355291172603696,-9.508616116704616e-11,0.0,-4.440892098500626e-16,0.007829512937930883,-0.008479073637674528,-4.440892098500626e-16,0.008306784429138236,-4.440892098500626e-16,-0.007872591557822606,-9.536282874478275e-11,-4.440892098500626e-16,0.025665510292396387,0.00863254106718081,0.008429123108868009,-9.426504021803339e-11,0.0,0.0,0.008580771627646921,0.008711377279586596,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.01678412559212017,0.008379757557478218,0.008454024542698058,0.0,0.0,0.0,0.0,-0.00901318926653083
1.216388889,-0.07961925300863859,0.0,0.0,0.00811826138291627,0.0,0.0,0.0,0.0,0.0,-0.01693309803514431,0.00830678440536703,0.00830678440536703,0.0,-0.00787259153529396,-0.008330967217948793,0.0,0.025589010010591107,0.0,0.008429123084746859,-0.008235071059293109,0.0,-0.00865866082145228,0.008555119131801181,0.008711377254658093,0.0,0.0,0.0,0.0,0.0,0.008791666571668966,0.016735048969394928,0.0,0.00845402451850541,0.0,0.008684939043283268,0.0,0.0,0.00898489032685168
1.391111111,0.0,0.008235071059293109,0.008072460129431747,0.008095295973507,0.0,0.016589525985784448,0.00800471911655709,0.0,0.0,0.008479073516638902,0.016589525985784448,0.008282741580417419,0.0,0.00787259153529396,0.008330967217948793,0.008555119131801181,0.016983344911371656,0.008606578572344592,0.0,0.0,0.008404367915232136,0.0,0.017084738615858353,0.008684939043283268,0.0,0.008479073516638902,0.008632541141291306,0.0,0.0,0.0,0.016686258462283998,0.016686258462283998,0.008429123084746859,0.0,0.008684939043283268,0.008791666571668966,0.008846020083446593,0.01799807956758981
1.565833333,0.0178855907846156,0.00823507108285959,0.00807246015253238,0.008095295996673801,0.008330967146427337,0.008282741604119792,0.015987109792758414,0.008306784334053408,0.015595053274847892,9.705791725878044e-11,9.481082585693912e-11,0.008282741604119792,4.440892098500626e-16,9.011591473040426e-11,0.008330967241789722,0.00855511915628382,0.008479073540903492,0.01718735022462159,0.008404367843080074,0.008235070988594995,0.008404367939282675,0.008658660846231125,0.01703389083018969,0.008684939068136721,0.0,0.008479073540903492,0.0086325411659951,4.440892098500626e-16,0.008928822200581443,-0.008791666596827508,0.008330967241789722,0.008330967241789722,0.008429123108868453,4.440892098500626e-16,0.00865866074711752,0.008791666596828396,0.008846020108761454,4.440892098500626e-16
1.740555556,-1.0220579937936236e-10,4.440892098500626e-16,0.0,0.00807246015253238,0.008330967146426893,0.0,0.015942577222570975,0.008306784334052963,0.015595053274847448,0.008454024639755975,9.481038176772927e-11,0.008258837554715015,0.0,9.011502655198456e-11,-4.440892098500626e-16,0.0,0.008454024542698502,0.008580771627647366,0.008404367843080074,0.008235070988594995,0.0,0.0086325411659951,0.016983344862626204,0.008658660846230237,0.0,0.0,0.0,0.008479073540903048,0.008928822200581443,0.017556406148132364,0.008306784429138236,0.008306784429138236,0.008404367939282675,0.008791666596827952,0.008658660747117075,0.0,4.440892098500626e-16,-4.440892098500626e-16
