Time_in_hr,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C5,C6,D1,D3,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6
0.168055556,0.031885154536640856,0.0,0.0487098296398085,0.015832293461160645,0.01685824616949334,-0.03279877421078652,0.03437470054731664,0.033372516924568024,0.016422881961475563,0.048987777843564666,-0.016808735830464085,0.01637589224931096,0.03279877421078652,0.016236522765832102,0.016236522765832102,0.0,0.05087473885975418,0.0,-0.017265082282583027,-0.017475953842266512,0.04998608573530227,0.051639782829899665,0.0,0.0,-0.017692040166893193,0.0,0.0,0.0,0.06655156889613631,0.049553300341581834,0.0,0.035659744246133065,0.035112812195783154,-0.018140650485082503
0.342777778,0.02388068282516631,0.0,0.01625961884639704,0.015810455787271582,0.025213248725038717,0.0,0.05125543380088837,0.024993042867651027,0.0,0.0,-0.008404367915232136,0.01635253145830129,0.03270532990251995,0.01621355735642327,0.01621355735642327,0.008764739526222698,0.033866492514623925,0.00830678440536703,-0.008632541141291306,0.0,0.04153462197914903,0.03437501054675085,0.008379757725059722,0.00845402451850541,0.0,0.0,0.0,0.017774499492803297,0.024993042867651027,0.04117603727618446,0.025213248725038717,0.026703321770039423,0.008791666571668966,0.0
0.5175,0.007938105556846153,-0.008141357463481214,-0.01621355735642327,0.015766900591985156,0.016784125640291858,0.00821144098073745,0.025589010010590663,0.00830678440536703,-0.016446512040031447,-0.024493888921782503,-0.008429123084746859,0.008164585333645391,0.016305942797126605,0.024217508860245207,-4.440892098500626e-16,0.008764739526222698,0.01683349099997855,0.0330834345761577,0.0,0.0,0.02477665017079067,0.008555119131801181,0.016735048969394484,0.016883147603251825,0.008846020083446593,0.0,0.009157400512771474,0.0089010498458304,0.0,0.02456397243903874,0.01683349099997855,0.008873449646972453,-0.008764739526222698,0.0
0.692222222,-0.007938105556846153,0.0,-0.008118261382915826,-0.015810455787271582,-0.008379757725059722,-0.00818794612465501,-0.016983344911371656,0.0,4.440892098500626e-16,4.440892098500626e-16,-0.008429123084746415,-0.008164585333645391,-0.016305942797126605,0.016122212886738208,-0.008095295973507,0.0,0.00840436791523258,0.024776650170791115,0.0,0.0,0.008235071059293553,0.0,0.008355291244335206,0.008429123084746859,0.0,0.0,4.440892098500626e-16,-0.008873449646972453,0.008282741580416975,0.00816458533364628,0.0,0.0,-0.008791666571668966,0.0
0.866944444,-0.03188540175885057,-0.016352531224721467,-0.016305942657139028,-0.015766900727718802,-0.01678412559212017,-0.00821144091024184,-9.734613115597313e-11,-0.00830678433405252,-0.008258837365913152,-0.00821144091024184,4.440892098500626e-16,-0.008164585357009813,-0.008141357580236264,0.0,0.0,4.440892098500626e-16,0.0,-0.03308343429213467,0.0,0.008737976946139092,0.0,0.0,4.440892098500626e-16,-0.008429123012382078,-0.008846020007503341,0.0,-0.009157400538977623,0.0,4.440892098500626e-16,4.440892098500626e-16,0.00837975774904054,0.008846020007502897,-1.0063594402254239e-10,0.009070325268497825
1.041666667,-0.007960186295157712,-0.008141357206404187,-0.008141357300129659,0.015810455741902096,-0.008404367843080074,-0.008211440910242285,-9.734657524518298e-11,-0.008306784334053408,-0.008235070894058172,-0.008211440910242285,-0.008454024542698502,-4.440892098500626e-16,0.008164585263552127,-0.008049752780343145,0.0,-4.440892098500626e-16,0.008379757749040095,-0.024776649862996436,0.0086325411659951,-4.440892098500626e-16,0.0,0.0,0.008330967241789278,9.648593035649355e-11,-0.008846020007502897,0.0,0.009157400538977623,0.008873449672365474,0.008258837554714571,0.008141357486778578,-4.440892098500626e-16,0.008846020007503341,0.01755640604749642,0.0
1.216388889,0.023947296384877248,0.01635253145830129,-0.008187946124655454,0.015766900591985156,0.0,0.008211440980737894,-0.008504271394732754,0.0,0.008258837531080587,0.008211440980737894,0.0,0.008164585333645835,0.00814135746348077,-0.008049752757306905,0.008095295973507,0.0,0.0,0.0,0.008632541141291306,0.0,0.0,0.0,0.008330967217948793,0.008429123084746859,0.008846020083446593,0.0,0.0,0.008873449646972897,0.008258837531080587,0.01625961884639704,0.008355291244335206,0.0,-0.008791666571668966,0.0
1.391111111,0.007960186546496661,0.02435491481990404,0.01625961884639704,0.00787259153529396,0.008404367915232136,0.016399387105393348,0.008504271394732754,0.00830678440536703,0.024634458164686457,0.008211440980737894,0.01688314760325227,0.016305942797126605,0.00814135746348077,0.0,0.0,0.0,0.008355291244335206,0.016541579111498006,0.008606578572344592,0.008711377254658093,0.016399387105393348,0.008529619484057172,0.0,0.0,0.01766477966117197,0.008606578572344592,0.0,0.0,0.0,0.00811826138291627,0.008355291244335206,0.017610426149394343,0.008737976921133317,0.0
1.565833333,-0.00796018647815755,2.7878455099994426e-10,0.016352531691216754,4.440892098500626e-16,0.008404367939282675,0.008187946148086933,9.734657524518298e-11,9.508616116704616e-11,0.008235071270579208,0.0,9.64863744457034e-11,0.008141357486779022,-0.008141357393586457,4.440892098500626e-16,-0.008095295996673357,-0.008764739450976666,0.008379757844681368,2.8443336574923705e-10,-0.008632540968662727,9.971667935815276e-11,0.008211441097961902,0.008529619508466979,4.440892098500626e-16,0.0,1.0094636238022758e-10,0.008606578596974668,0.009157400538977623,-0.00887344957079339,0.008235070988594995,-0.008118261313220465,0.0,0.008818759703598467,0.008791666797177466,4.440892098500626e-16
1.740555556,9.111822407703585e-11,-0.016213557124036715,-0.008118261220028344,-0.031621152969901534,0.0,-0.008187946148086933,0.18097142317393722,-0.01663775157584313,-0.016399386964603302,0.008187946148086933,0.008404368035768606,0.0,9.319212068703564e-11,0.0,0.0,1.003273020216966e-10,-0.008355291172604584,-0.008258837270282537,-0.008606578399642295,-0.008711377179870361,9.372547182806557e-11,-0.008529619508466535,-4.440892098500626e-16,0.0,-0.008818759502015716,0.0,4.440892098500626e-16,1.0157163998769647e-10,0.008235070988594995,9.2927443517965e-11,-4.440892098500626e-16,-0.008791666496192008,-0.008737976745790021,-4.440892098500626e-16
