Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0.168055556,0.029052704193863778,0.0,-0.04385745933089842,-0.06854417777903356,0.015201524040349364,0.0,0.014731978369487682,0.08850749218139899,-0.014769996420327489,0.0,0.0,0.03020255260286129,0.015573806715671948,-0.014885237093981592,0.014846624243633448,0.0,-0.581621458243698,0.04802856522880292,0.016190591947014506,0.01651767506216135,-0.014963068487480765,0.0,-0.015531543958937579,0.0628948135492192,0.01609950551461449,-0.031021053918025423,0.0,-0.01609950551461449,-0.01592037309299314,0.0,0.0,0.014219561193892583,0.03136101236524893,0.0,0.0,0.0,-0.01637589224931096,0.01651767506216135,0.0
0.342777778,0.01452635209693165,0.007442618546991131,-0.014600466458970285,-0.08295320578412868,0.0076007620201750115,0.014789103810855408,0.0073659891847435155,0.04425374609069932,0.0073659891847435155,0.007580627527667527,0.00782951300514867,0.037604814689966126,0.0,0.007423312121816572,0.02221241593267198,0.0,-0.6709023725904291,0.04782872144832462,0.016167756102938746,0.008258837531080587,-0.014982679346720484,0.0,0.0,0.05480823216281028,0.016076925533327735,0.0,0.00802717277602083,-0.008049752757306905,-0.007960186546496661,0.01688314760325227,-0.008529619484057172,0.014201940901739096,0.031275559591356306,0.007982390721823496,0.008049752757306905,0.007938105556846153,0.0,0.008258837531080587,0.008379757725059722
0.5175,0.0072356175545849055,0.007442618546990687,0.007328263206479058,-0.09820471755484261,-4.440892098500626e-16,-0.007423312121817016,-0.00736598918474396,-0.007328263206479502,0.014750987394907433,0.007580627527667083,4.440892098500626e-16,0.029965564046270377,-0.039148151126650266,0.014865930668807703,0.014789103810854964,0.0,-0.3800916434685804,0.0238144388339232,0.008072460129431747,-4.440892098500626e-16,0.0,4.440892098500626e-16,0.007765771979468816,0.023360825388200723,0.01603189189257792,0.015510526959012783,0.0,4.440892098500626e-16,4.440892098500626e-16,0.00845402451850541,-0.008529619484057172,4.440892098500626e-16,0.015595053408731907,0.015942577268320157,0.008049752757307349,0.0,-4.440892098500626e-16,-4.440892098500626e-16,0.008379757725059722
0.692222222,0.00723561755458535,4.440892098500626e-16,0.0,-0.07821241455185701,4.440892098500626e-16,-0.03711706013739757,-0.0073659891847435155,-0.007328263206479058,-0.0073659891847435155,-0.007580627527667083,-0.00782951300514867,0.007462025657734905,-0.023488656233520366,0.007404105600691491,-0.007384998210163474,0.014904644204726036,0.0,0.007894309056691196,-4.440892098500626e-16,0.008235071059293553,0.007501145102980278,0.007960186546496217,-0.007765771979468816,0.0,0.015987109838380587,0.0,0.00800471911655709,-4.440892098500626e-16,-0.00798239072182394,4.440892098500626e-16,0.008529619484057172,0.0,0.007765771979468816,0.01589829210334237,0.0,-0.007938105556846153,-0.00818794612465501,4.440892098500626e-16,-0.008379757725059722
0.866944444,0.0,0.0,0.0,-0.028688813973724248,0.007580627462587142,-0.01490464424737814,0.007365989121506544,0.007328263143565383,-8.431655373897229e-11,0.007560599274642588,0.00782951293793177,0.007442618483095131,0.007872591557822606,0.014789103768643397,-8.453371336258897e-11,0.007462025764282565,4.440892098500626e-16,0.015766900546989593,4.440892098500626e-16,0.00823507108285959,0.0,0.007960186569276217,-0.0077657720016919285,0.00774475491305493,0.015942577222824994,0.007723851365607715,0.016031891938456333,0.008049752688199963,-9.137224310507008e-11,-0.008454024349441092,0.008529619508466535,0.0070921603250879706,0.015510526914746858,0.007938105579562649,0.008027172707107066,0.0,4.440892098500626e-16,0.0,-0.008379757749040095
1.041666667,0.0,0.007423312143059579,0.014600466500751974,0.007199211913772707,0.007580627462587142,0.0,0.014713066909335826,0.007328263143565827,0.022041330136786108,0.0075806273760430365,0.007829512937930883,0.0074426184830955755,0.00785099319994309,0.022098065140415457,0.014750987352585732,8.519407401763601e-11,-4.440892098500626e-16,0.007872591467707135,-4.440892098500626e-16,0.01639938715232292,0.0074815342651501915,0.0,0.0077657720016919285,0.007744754913054486,0.007960186478157993,0.007723851365607715,-4.440892098500626e-16,0.008049752688199519,0.007982390653294313,1.9325696598571085e-10,-4.440892098500626e-16,0.0,0.007744754913054486,-4.440892098500626e-16,0.024014282591237723,0.0,-4.440892098500626e-16,0.0,0.008379757749040095
1.216388889,-0.00723561755458535,-0.007442618546991131,0.0,-0.007217368815026326,-0.015181389547842539,0.0,-0.0073659891847435155,-0.007328263206479058,0.007347077766804766,-0.007560599426324366,-0.00782951300514867,-0.007442618546991131,0.0,0.0,-0.007384998210163918,-0.007462025657734905,0.0,0.0,0.0,0.0,0.0,-0.007960186546496661,0.0,0.0,0.0,0.0,-0.00800471911655709,0.0,-0.007982390721823496,0.0,0.0,-0.00709216030479265,-0.007744754979543966,0.0,0.0,0.0,0.0,0.0,0.008379757725059722
1.391111111,0.0,-0.007423312121816572,0.0,-0.007199211893170965,-0.007580627527667527,0.0,0.0,0.0,-0.007328263206479058,0.007560599426324366,0.0,0.007423312121816572,0.00782951300514867,0.0,0.007347077766804766,0.014827417722508063,0.0,0.007850993177475729,0.008049752757306905,0.0,0.0,0.007938105556846153,0.007744754979543966,0.015426911852335135,0.007938105556846153,0.0,0.0,0.00802717277602083,0.0,-0.008429123084746859,0.008504271394732754,-0.00709216030479265,0.015426911852335135,0.007916146730580387,-0.007982390721823496,0.0,0.0,0.0,0.0
1.565833333,0.007235617575291453,0.014865930626376755,0.007309544865936157,0.014416580667045764,0.007600762041926057,-0.007481534179510696,0.029350874836026275,0.014637807926258795,-0.007347077703728999,0.007560599447960392,0.007829513027554302,0.022270036248476455,0.02348865621135987,0.02204133013721865,0.007384998399714071,0.03711706015908067,0.00811826131322091,0.00785099319994309,0.008049752780343589,0.016399387152323364,0.014943559858823452,0.015898292148838422,0.015510527003399055,0.007723851542195792,0.015854252242182287,0.015385441327045779,0.015987109792758414,0.008027172798992677,0.007982390744667445,0.008454024542698502,0.008504271419069287,0.007092160243906687,0.030854047870948698,0.007916146753234266,0.015987109792758414,0.007938105488697111,0.0,0.008235070988594995,0.008355291172604584
1.740555556,0.0,0.00742331205808755,-0.007290921634816705,0.007199211831365293,0.0,0.007462025764727986,0.0073282630598954235,-8.367040393864045e-11,8.410028229377531e-11,-4.440892098500626e-16,0.007808150073240316,0.007404105537126782,-8.937783846363345e-11,0.007328263143565827,-0.014713066825235988,0.014750987352586176,0.008118261313220465,0.0,0.0,0.0,-8.541611862256104e-11,0.0,4.440892098500626e-16,8.817480079414963e-11,0.007916146662619639,0.015385441327045779,0.007982390653294757,-4.440892098500626e-16,0.0,4.440892098500626e-16,0.008479073540903048,0.0070921602439062426,-8.793810124529955e-11,-4.440892098500626e-16,-9.137224310507008e-11,0.007938105488696667,0.0,0.008235070988594995,-9.564082859014889e-11
1.915277778,-0.00723561755458535,0.007404105600691935,0.007290921697410191,0.00718114609779219,4.440892098500626e-16,0.022386178448466243,4.440892098500626e-16,4.440892098500626e-16,0.014675340973284268,0.007540676875106733,0.007808150050896412,0.007384998210164362,4.440892098500626e-16,0.007309544761560982,0.014713066951548726,0.022041330158027783,0.008095295973507444,0.00782951300514867,4.440892098500626e-16,0.008164585333645835,0.0,0.00791614673058083,4.440892098500626e-16,0.023047253849304283,0.00789430905669164,0.0,0.007960186546497106,0.00800471911655709,0.007960186546497106,0.0,0.00847907351663979,4.440892098500626e-16,0.007661812390173495,0.00789430905669164,0.007960186546497106,4.440892098500626e-16,0.008187946124655454,0.008211440980738338,0.008330967217949237
2.09,0.007217368815026326,0.007404105600691047,0.014563314984259002,-4.440892098500626e-16,0.007580627527667083,0.0,0.014600466458969397,0.014600466458969397,0.014637807968039152,0.02256268101990111,0.007786903357835495,0.007384998210163474,0.015595053408731463,0.014600466458969397,0.014713066951547837,0.01467534097328338,0.008095295973507,0.007829513005148225,0.008027172776020386,0.016305942797126605,0.014904644204725592,0.0236830473225651,0.007723851431916451,0.007682381038712105,0.01576690059198471,0.007661812390173051,0.007960186546496661,0.015987109838380142,0.007960186546496661,0.008429123084746415,0.008454024518504966,0.007074627134116884,0.015344193428885156,0.007894309056690751,0.0159425772683206,0.007916146730579943,0.01635253145830129,0.016399387105393348,0.016686258462283554
2.264722222,0.00723561755458535,4.440892098500626e-16,0.014526352096932538,0.0,0.015141226953992337,0.007423312121817016,0.01456331498425989,0.007290921697410191,0.007309544761560982,0.015022004144796153,0.0155526753373052,4.440892098500626e-16,0.007786903357836383,0.007290921697410191,4.440892098500626e-16,0.007309544761560982,4.440892098500626e-16,4.440892098500626e-16,0.008027172776021274,0.008141357463481214,0.007442618546990687,0.00789430905669164,0.007723851431917339,4.440892098500626e-16,0.007872591535294404,0.007661812390173495,0.007938105556846153,0.007982390721824384,0.0,0.008429123084746859,0.01688314760325227,0.01413180757448984,4.440892098500626e-16,4.440892098500626e-16,0.0,4.440892098500626e-16,0.008164585333645835,0.008187946124655454,0.008306784405367473
2.439444444,-0.007217368835680027,0.007384998146763522,0.007253958830840901,0.021489601896167,8.654454930479005e-11,0.022270036248476455,0.007272393307661051,0.007272393224416085,-0.00730954469880718,0.0149435597731844,0.007765772001692373,0.014713066825235988,0.015510526825853965,0.014526351972222518,0.007328263143565827,0.007309544782478472,0.008072460060128961,4.440892098500626e-16,0.008004719047836062,0.0,0.014827417595214332,-9.01154706411944e-11,0.023047253651442112,0.015303165934248852,0.007850993110074977,0.007641353522149785,0.015854252242182287,0.015898291966855105,0.007938105488697111,0.0,0.016833490951948082,0.007057180460567913,0.007641353522149785,0.007872591467707135,0.01585425215131675,-0.007916146753233821,0.0,0.00816458526355257,0.01658952593844809
2.614166667,0.014416580749452734,0.0073849981467626336,0.01445298641097148,0.014308455777823692,-0.007560599361416731,0.0074041055371263376,0.01448957640613191,0.014526352055256542,8.367040393864045e-11,0.014943559773183512,0.01546860645572723,0.022041330052685826,0.023234378279874512,0.014526351972222074,0.014637807926043855,0.014563315025934553,0.008072460060128517,0.007808150073240316,0.015987109792502174,0.016213557402821266,0.022212415826511123,0.015723584667650226,0.023047253651441224,0.01526235729780101,0.01568050613762839,0.022863119339726623,0.015810455741902096,0.01589829196685466,0.007938105488697111,0.0,0.01678412559212017,0.007039819605493491,0.01526235729780101,0.007872591467707135,0.023748561230599208,0.007916146753233821,0.008141357486779022,0.024424204156479057,0.016541579064023537
2.788888889,0.02159772680598948,0.007365989184743071,0.014452986369611676,0.014237269258496887,0.007560599426323922,-4.440892098500626e-16,0.0144895763646673,0.021706945179693626,0.014600466458969397,0.0,0.0231716668318791,0.014637807968039152,0.023109292891047684,0.014452986369611676,0.02912681855590149,0.029052891348926302,0.008049752757306905,0.007808150050895524,-4.440892098500626e-16,0.024286017485854128,0.01475098739490699,0.023488656233519922,0.007641353587750199,0.01522176577401746,0.015637663056044193,0.022802393301684987,0.023617893769460885,0.015810455787271138,0.007916146730579943,-4.440892098500626e-16,0.02506601618734372,0.014062363522451271,0.01522176577401746,0.015680506182623954,0.023617893769460885,0.007916146730579943,0.00814135746348077,0.02435491481990404,0.024705349571111146
