Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D2,D3,D4,D5,D6,E2,E3,E4,E5,E6,E7,E8,F2,F3,F4,F5,F6,F7
0.168055556,-0.015282707175501413,0.0,0.015964781443647717,0.016661934435898126,0.015161255055335048,0.01587621111369208,0.015745183070587702,0.04829877132551873,0.015832293461160645,-0.01587621111369208,0.0,-0.24000876896867993,0.06412807074341742,0.016613568810734246,0.0,0.0,-0.031021053918025423,-0.01609950551461449,0.01695814703327823,0.01721315714468935,0.016329170667291813,0.0,0.016613568810734246,0.0,0.0,0.0,0.0,0.0,-0.017802099691660984,0.0,0.032893024080062006,0.01647014211858644,0.0,0.01651767506216135,0.01700854278946506,-0.017110238263602542
0.342777778,-0.007641353587751087,0.0,0.015942577268320157,0.008330967217948793,0.007580627527667527,0.031621152879411696,0.00787259153529396,0.02414938566275948,0.015810455787271582,-0.007938105556846153,0.0,-0.277452518331903,0.04002422191820498,0.024848363516865035,0.0,0.008049752757306905,-0.015510526959012783,0.00802717277602083,0.01693309803514431,0.017187350273658364,0.008164585333645835,0.0,0.0,0.008606578572344592,0.008258837531080587,0.0,0.0,0.0,0.008873449646972897,0.017885590835638343,0.04094040096181306,0.024634458164686457,0.008504271394732754,0.016493908590373696,0.008504271394732754,0.008529619484057172
0.5175,0.007641353587750643,0.0,0.007960186546496661,0.00830678440536703,-4.440892098500626e-16,0.023683047322565542,0.031275559591356306,0.01598710983838103,0.015766900591985156,0.0,0.007786903357835939,-0.3585860655989457,0.015898292103342815,0.02477665017079067,4.440892098500626e-16,0.01607692553332818,0.0,0.008049752757307349,0.00845402451850541,0.017135890833114953,-4.440892098500626e-16,0.0,0.0,0.008606578572344592,0.008258837531080587,0.00850427139473231,0.0,-4.440892098500626e-16,0.017774499492802853,0.008956768558402661,0.02449388892178206,0.016399387105392904,0.00850427139473231,-0.008258837531081031,-4.440892098500626e-16,0.008555119131801181
0.692222222,0.0,0.0,-0.007960186546496661,0.00830678440536703,4.440892098500626e-16,0.0,0.007850993177475729,-0.01607692553332818,0.01572358471276969,0.0,0.0,-0.3217224343008187,0.0,4.440892098500626e-16,-0.00798239072182394,0.0,0.007765771979468816,0.0,0.008429123084746859,0.0,-0.008164585333645391,0.0,0.0,0.0,0.008235071059293553,0.008504271394732754,0.0,4.440892098500626e-16,0.0,0.0,0.00811826138291627,4.440892098500626e-16,0.008479073516639346,-0.008235071059292665,-0.00850427139473231,0.0
0.866944444,-8.746825486127818e-11,0.0,0.007938105397578887,0.016541578969487603,0.007560599361416287,-0.007872591467707135,-0.015595053542982296,-0.015987110068159005,0.01568050613787486,0.0,0.007765771823665002,-0.29226246528026145,-0.007938105579562205,0.008211440815977245,-9.137224310507008e-11,-0.008027172798992233,0.007765772001692373,9.18851661424469e-11,0.008429123108868453,0.008529619312902081,-9.345724194531613e-11,4.440892098500626e-16,-9.508527298862646e-11,0.00858077162764781,0.00823507108285959,-0.008504271321722712,0.008454024445927466,4.440892098500626e-16,0.0,0.008928822302787687,0.008118261406147909,4.440892098500626e-16,0.01693309798683096,0.016493908543309566,-0.008504271419068843,9.763656549921507e-11
1.041666667,0.007641353522148897,0.00785099319994309,0.023814438720088482,0.02477665005234675,0.007560599361416287,-0.007872591467707135,0.015637663011171643,0.016076925395306585,-8.962297570747069e-11,0.0,0.007786903202092077,-0.41229737670146527,0.007938105579562205,0.01644651189883639,0.007982390653294313,0.01603189193845589,-4.440892098500626e-16,9.18851661424469e-11,0.008404367939282675,0.01708473846918457,0.008164585263552127,-4.440892098500626e-16,0.00830678433405252,0.008580771627646921,0.008211441004235986,9.734613115597313e-11,0.008454024445927022,-4.440892098500626e-16,0.0,0.008901049871302469,0.008095295996673801,-4.440892098500626e-16,0.008454024445927022,0.00823507098859455,0.008504271419068843,-0.00852961941082997
1.216388889,0.0,0.0156805061826244,0.0,0.0,0.0,-0.007894309056691196,0.007808150050895968,-0.016076925533327735,0.0,0.0,-0.015552675337304755,-0.4130622512594253,0.007938105556846153,0.0,0.0,0.00802717277602083,0.0,0.00802717277602083,0.0,0.008504271394732754,0.0,0.0,0.0,0.0,0.008211440980737894,0.008504271394732754,-0.00845402451850541,0.008187946124655454,0.0,0.0089010498458304,0.0,0.008164585333645835,0.0,0.0,0.008504271394732754,0.008529619484057172
1.391111111,0.007621003753842892,0.00782951300514867,-0.007916146730580387,-0.016493908590373696,-0.007560599426324366,0.0,0.0,0.0,0.00782951300514867,0.0,0.0,-0.19027270975535382,0.007916146730580387,0.008187946124655454,0.0,-0.00800471911655709,0.0,0.0,0.0,0.0,0.00814135746348077,0.00830678440536703,0.0,0.008555119131801181,0.0,0.0,-0.00845402451850541,0.008187946124655454,0.0,0.0,0.008072460129431747,0.008164585333645835,0.0,0.0,0.0,0.008529619484057172
1.565833333,8.72359962045266e-11,4.440892098500626e-16,0.007916146662620083,-0.016541579064023537,-0.015141226910547534,0.015766900546990037,0.0,0.0320640352804662,0.015595053274847892,4.440892098500626e-16,0.015552675292918927,-0.01782987217408971,0.007916146753234266,0.008187946148086933,-0.007982390653294313,0.008004719047836062,4.440892098500626e-16,4.440892098500626e-16,0.008404367939282675,-0.008504271419068399,0.008141357486779022,0.008306784429139125,4.440892098500626e-16,0.00855511915628382,-0.008211440910242285,4.440892098500626e-16,0.008454024445927466,-0.008187946054361017,0.008846020007503341,4.440892098500626e-16,0.00809529608907722,0.0,-0.008454024445927022,0.0,0.008479073443846019,4.440892098500626e-16
1.740555556,-0.007621003688416561,0.0,-9.061418282385603e-11,-0.016589525938447647,-0.007580627462587586,-0.007894309169397928,-0.007808150073240316,-1.830002815950138e-10,0.007808149894728,0.0,0.0077657719127990354,0.0,-4.440892098500626e-16,-0.008187946148086933,9.137224310507008e-11,-9.162803848994372e-11,0.007744755001706682,-4.440892098500626e-16,0.0,0.0,-0.008141357486779022,0.0,0.0,0.0,9.399414580002485e-11,0.008479073540903048,0.008454024445927466,9.372547182806557e-11,-1.0125811300554233e-10,-4.440892098500626e-16,-0.016167756056802318,0.0,9.677147971842714e-11,4.440892098500626e-16,0.008479073443845575,-0.008529619508466535
