Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F4,F5,F6,F7,F8
0.168055556,0.0,0.014963068487480765,0.014769996420327489,0.0,0.029654835445016577,-0.31387487562736105,0.04287188912442762,0.07328359323399511,0.0,0.014219561193892583,0.014507917620163978,0.03020255260286129,0.029887119802950553,-0.24481039385640563,0.0,0.014619089523121475,0.014362292195584181,0.014808211201383129,0.045244270686491936,0.03153380118397027,0.015788618113382568,0.014885237093981592,0.015364762077424633,0.01500229020596016,0.04672165077640136,0.01587621111369208,0.015161255055335048,0.0,0.0,0.0,0.01609950551461449,0.01628271492696189,0.04374571949163999,0.03012307183384309,0.015788618113382568,0.03093721282292246,0.0,0.015701986354952104,0.0
0.342777778,0.007309544761560538,0.007481534243740207,0.007384998210163918,0.007404105600691491,0.014827417722508063,-0.15693743781368052,0.035637885463952745,0.05840376626851462,0.014865930668807703,0.007109780596946447,0.007253958810081951,0.015101276301430655,0.029809490570282815,-0.27345266809051205,0.007442618546991131,0.007309544761560538,-0.007199211893170965,0.0,0.03012328044622592,0.031447406774609554,0.015766900591985156,0.007442618546991131,0.007682381038712549,0.007501145102980278,0.03882943179966203,0.01585425228742654,0.015141226953991893,0.007916146730580387,0.0,-0.015552675337304755,0.0,0.00814135746348077,0.029126818555901934,0.03004421526364176,0.007894309056691196,0.015468606411461305,0.0,0.007850993177475729,0.007938105556846153
0.5175,0.0,0.0,0.0073659891847435155,0.007404105600691491,0.0,0.0,0.021276568035856425,0.021761969651516555,0.014865930668807703,4.440892098500626e-16,0.0,-0.007540676875106289,0.022270036269499194,-0.24565725199742294,0.007442618546990687,-4.440892098500626e-16,-0.00718114609779219,-0.007404105600691491,0.02244470500445539,-0.00787259153529396,0.0,-4.440892098500626e-16,-0.007682381038712549,0.0,0.0231716668318791,0.007916146730580387,0.015101276301430211,0.007916146730580387,0.0,-0.007765771979468816,-0.008049752757306905,0.0,0.014489576364666856,0.029887323551446077,0.0,-0.007723851431917339,0.007850993177476173,4.440892098500626e-16,0.007938105556846153
0.692222222,4.440892098500626e-16,0.007462025657734905,0.022041330158027783,0.0,0.007384998210163918,0.0,0.01413180757448984,0.00721736881502677,0.014789103810855408,0.0070921603047922055,0.0,4.440892098500626e-16,0.022155092995598924,-0.07066248445023682,4.440892098500626e-16,0.007290921697409747,0.007199211893170965,0.007404105600691491,0.029809490570282815,-0.0156805061826244,0.0,4.440892098500626e-16,0.0,0.0,0.015385441459130345,0.015766900591985156,0.015061535916921276,0.0,0.007850993177475729,0.007786903357835939,0.016076925533327735,0.0,0.014452986369611676,0.02232795632654261,0.00787259153529396,0.0077030604204177955,0.007850993177475729,-4.440892098500626e-16,0.007916146730580387
0.866944444,0.007309544782478028,0.007462025679088491,0.014675341015280008,4.440892098500626e-16,0.007384998231297679,0.0,0.007057180460567469,0.007217368835680471,0.022155092974683654,0.0070921603250879706,0.0,8.631628745092712e-11,0.022098065140849776,0.031885401942103986,-0.0074426184830955755,0.007290921718273946,0.0,0.007404105621880319,0.029655034395239088,0.007872591557822606,0.015723584667897583,0.007423312058087106,0.007682381060697185,0.0,0.022985546907242416,0.02361789374718004,8.608935786469374e-11,0.0,0.01568050613787486,0.0,0.00804975287222831,0.008118261313220465,8.26152479760367e-11,0.014827417680186805,0.007872591557822606,0.015426911896482487,4.440892098500626e-16,4.440892098500626e-16,0.007916146753233821
1.041666667,0.0,-0.007462025679088491,-0.007328263227450282,-4.440892098500626e-16,0.007365989205822654,0.0,-0.007057180460567469,-4.440892098500626e-16,-0.007384998315614233,-0.0070921603250879706,0.0,-0.015101276258329577,0.007347077703729887,-9.086553731663116e-11,8.519407401763601e-11,-0.007290921718273946,-0.007199211913773151,-4.440892098500626e-16,0.01478910368388986,0.0,0.007850993110074533,-8.497247350192083e-11,-4.440892098500626e-16,0.0,0.00766181223692719,-8.986855704051777e-11,-0.0075208589772484125,0.0,-8.962297570747069e-11,0.0,-0.008027172707107066,-9.292788760717485e-11,8.261480388682685e-11,0.007404105537126782,0.0,0.0,-4.440892098500626e-16,-4.440892098500626e-16,0.0
1.216388889,0.014563314984259446,0.0,0.007309544761560538,0.007384998210163918,0.02204133015802734,0.007005352869883019,0.0,0.007199211893170965,0.007347077766804766,0.01413180757448984,0.00723561755458535,0.007540676875106289,0.007328263206479058,0.007916146730580387,0.014865930668807703,0.0,0.0,0.0,0.014713066951548281,0.007850993177475729,0.00782951300514867,0.0,0.007661812390173051,0.007481534243740207,0.007621003753842892,0.00782951300514867,0.007520859041814987,0.007894309056691196,0.0,0.015510526959012783,0.00802717277602083,0.0,0.01441658070819729,0.014750987394907433,0.007850993177475729,0.007682381038712549,0.00782951300514867,0.00782951300514867,0.007894309056691196
1.391111111,0.014563314984259446,0.007462025657734905,0.014637807968039596,0.007384998210163918,0.014675340973283824,0.013993598633927018,0.007057180440372068,0.007199211893170965,0.0220980651617122,0.014166787438910422,0.014452986369611676,0.022622135343245642,0.007328263206479058,0.01585425228742654,0.007423312121816572,0.014563314984259446,0.007199211893170965,0.0,0.014713066951548281,0.0156805061826244,0.00782951300514867,0.007423312121816572,0.0,0.0,0.007641353587751087,0.0156805061826244,0.0,0.007894309056691196,0.015637663056044637,0.007765771979468816,0.00802717277602083,0.01621355735642327,0.007199211893170965,0.014750987394907433,0.007850993177475729,0.007682381038712549,0.00782951300514867,0.00782951300514867,0.007894309056691196
1.565833333,0.007253958747806433,0.00744261848309602,0.007290921634816705,0.007365989121506544,0.007309544698808512,0.006988245784042224,0.00703981952491084,4.440892098500626e-16,0.014637807842373896,-0.007057180460567025,0.007217368835680027,0.007520859063338214,8.881784197001252e-16,0.007894308988918741,4.440892098500626e-16,0.007272393307661051,0.00718114603614195,0.007384998146763078,4.440892098500626e-16,0.007829513027554302,0.007808149983862922,0.007404105537127226,-8.770273396407902e-11,-8.563905140590578e-11,0.007600761867686767,0.007808149983862922,0.007501144952493544,0.00787259146770758,0.0078081500732407605,-8.865219669473845e-11,0.008004719047836062,0.008095295996673801,0.00718114603614195,0.007347077703729443,0.00782951293793177,-0.007682380972758196,4.440892098500626e-16,4.440892098500626e-16,0.00787259146770758
1.740555556,0.007253958747805989,0.0074426184830955755,0.007290921634816705,0.0073659891215061,0.007309544698807624,0.006971222025931922,0.00703981952491084,-0.007199211913773151,0.021928729560647398,-0.007074627154362911,0.0,0.0,0.0,-9.036460468792029e-11,4.440892098500626e-16,0.007253958830840457,0.007181146036141506,0.007384998146763078,4.440892098500626e-16,0.0,0.007808149983862478,0.007404105537126782,0.007661812324396333,0.014943559858600075,0.015221765643338436,0.015595053363981926,0.007520858891385096,0.007872591467707135,0.0,0.00774475491305493,-9.162803848994372e-11,0.00807246015253238,0.007181146036141506,0.01467534093118017,0.00782951293793177,8.793810124529955e-11,0.0,0.0,0.007872591467707135
