Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0.168055556,0.015788618113382568,-0.07703172052153,0.06773298502924752,0.05087473885975418,0.01675951545011992,-0.01700854278946506,0.016661934435898126,0.0,0.017161543402627287,0.016710582488669898,0.0,0.017369878086566592,0.034067781757579435,0.016710582488669898,0.016422881961475563,0.0,0.0,0.0,0.01758333314333767,0.0,0.0,-0.016710582488669898,0.01700854278946506,0.0,0.03416947723171692,0.0,0.0,0.0,0.0,0.0,0.0,-0.016808735830464085,0.03427178166622983,0.01695814703327823,0.017422754509315866,0.0,-0.01763751915545148,0.018140650485082503,0.018140650485082503,0.0
0.342777778,0.007894309056691196,-0.10917834471100152,0.04227086042985606,0.016983344911371656,0.02506601618734372,-0.008504271394732754,0.016637751623315822,0.0,0.017135890833114953,0.008355291244335206,0.008211440980737894,0.008684939043283268,0.025512964395428828,0.008355291244335206,0.008211440980737894,0.0,0.0,0.0,0.008791666571668966,0.0,0.0,0.0,0.008504271394732754,0.0,0.025589010010591107,0.008737976921133317,-0.00830678440536703,0.0,0.0,-0.00865866082145228,-0.009157400512771918,-0.008404367915232136,0.025665510317172124,0.008479073516638902,0.01739631629794136,0.0,0.0,0.009070325242541255,0.009070325242541255,0.0
0.5175,0.0,-0.06272437889339066,0.008404367915231692,0.0,0.024993042867651027,0.00850427139473231,0.00830678440536703,-0.008606578572344592,0.008555119131801181,0.008330967217948793,0.00821144098073745,0.008658660821451836,0.008479073516638902,-4.440892098500626e-16,0.00818794612465501,0.00814135746348077,-4.440892098500626e-16,0.0,0.008764739526222698,0.008711377254657648,0.008479073516638902,0.008355291244334762,-4.440892098500626e-16,0.0,0.025437369429877066,0.008737976921133317,-0.00830678440536703,0.0,0.008737976921133317,-0.00865866082145228,-4.440892098500626e-16,0.008404367915231692,0.01703389087878948,0.00845402451850541,0.01734359986473555,0.0,0.008818759577725821,0.0,-0.009070325242541255,-0.009013189240737685
0.692222222,0.0,0.0,4.440892098500626e-16,0.01688314760325227,0.00830678440536703,0.008504271394732754,0.0,0.008580771701313772,0.008529619484057172,4.440892098500626e-16,0.008187946124655898,0.00865866082145228,0.0,0.016637751623316266,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,-0.008791666571668966,0.026214093702013663,0.008711377254657648,0.016933098035144756,0.008330967217949237,4.440892098500626e-16,0.0,0.016933098035144756,0.008711377254657648,0.00830678440536703,0.0,0.0,0.00865866082145228,0.009157400512772362,0.00840436791523258,0.016983344911371656,0.01688314760325227,0.00865866082145228,0.0,0.008791666571668966,0.00904166697916775,0.0,-0.009013189240737685
0.866944444,0.0,-9.086509322742131e-11,0.00837975765311949,0.008429123108868453,4.440892098500626e-16,0.0,0.00828274150930941,0.025742469381198507,0.008529619508466535,-0.008330967241789278,0.008187946148087377,0.00863254106718081,0.008454024445927466,0.008330967336875883,-0.008187946148086489,-9.319167659782579e-11,0.0,-1.0063594402254239e-10,0.034792953941565674,0.017343599715839986,0.01688314755508058,9.536282874478275e-11,0.0,0.0,0.016833490855462596,0.00871137727958704,0.008306784429139125,0.008429123012382522,-0.008737976946138204,0.008658660846230681,0.0,-0.008404367843080074,0.01693309798683096,0.008429123108868453,0.00863254106718081,-4.440892098500626e-16,0.008791666596827952,0.009041667005042164,0.009070325268497825,0.0
1.041666667,0.0,0.007938105488696667,0.008379757653119047,0.0,0.008282741604118904,0.008479073540903492,0.016541579064023537,-9.792833211008656e-11,-4.440892098500626e-16,-4.440892098500626e-16,-4.440892098500626e-16,0.00863254106718081,0.016883147554795475,9.508527298862646e-11,-4.440892098500626e-16,0.016259618799734366,0.0,0.01755640604749642,0.017343599715839986,0.025976140881835086,0.008429123012382078,-0.008330967146427781,0.0,0.0,0.025213248604502247,0.017343599914367847,-4.440892098500626e-16,0.008429123012382078,0.017449354225725244,0.0,0.009128190280307535,-0.008404367843080074,0.016883147554795475,0.01678412568832277,0.01723911966415459,4.440892098500626e-16,-0.008791666596827952,0.0,0.0,0.00901318926653083
1.216388889,0.0,0.007916146730580387,0.0,0.008404367915232136,0.0,0.008479073516638902,0.008258837531080587,0.0,0.008504271394732754,0.0,0.008164585333645835,0.0,0.008429123084746859,0.00830678440536703,0.008187946124655454,0.00811826138291627,0.0,0.0,0.017239119713635898,0.008632541141291306,-0.008429123084746859,0.008330967217948793,0.008479073516638902,0.0,0.008379757725059722,0.01734359986473555,0.0,0.0,0.008737976921133317,0.0,0.009128190254185764,0.008404367915232136,0.016833490999978995,0.008404367915232136,0.008606578572344592,0.008818759577725377,0.0,0.0,0.0,0.0
1.391111111,0.0,0.007916146730580387,0.0,0.016784125640291858,0.008258837531080587,0.00845402451850541,0.008235071059293109,0.008555119131801181,0.008504271394732754,0.0,0.008164585333645835,0.0,0.008404367915232136,0.0,0.008187946124655454,0.0,0.0,-0.008764739526222698,0.02581989141494967,0.008606578572344592,0.0,0.008330967217948793,0.008479073516638902,0.0,0.016686258462283998,0.008632541141291306,0.0,0.008404367915232136,-0.008711377254658093,0.008632541141291306,0.0,0.008404367915232136,0.008404367915232136,0.0,0.0,0.008818759577725377,0.017556406097891664,0.0,0.00904166697916775,0.0
1.565833333,0.00787259146770758,4.440892098500626e-16,4.440892098500626e-16,9.592104888156427e-11,1.8934764867140075e-10,0.008454024542698502,0.00823507108285959,4.440892098500626e-16,0.008479073443846019,0.0,0.0,0.00860657849845703,0.008404367939282675,4.440892098500626e-16,4.440892098500626e-16,0.0,0.008479073443846019,4.440892098500626e-16,0.008580771725868797,0.01718735022462159,0.008429123108868453,4.440892098500626e-16,0.0,0.0,0.016686258510035135,0.0086325411659951,0.00828274150930941,0.008404367939282675,-0.008737976846117324,0.0086325411659951,0.00909916567476543,0.0,0.00837975765311949,0.01673504892164468,0.008580771627647366,4.440892098500626e-16,0.008764739551304856,8.881784197001252e-16,0.009041667005043053,0.00901318926653083
1.740555556,-9.01154706411944e-11,-4.440892098500626e-16,0.0,9.592104888156427e-11,-0.00825883736536781,4.440892098500626e-16,4.440892098500626e-16,0.0,-9.705791725878044e-11,-4.440892098500626e-16,0.0,0.008606578498456585,0.008379757749040095,0.008282741604119348,0.008164585357010257,0.0,-9.705791725878044e-11,0.0,0.0,0.008580771627647366,0.008404367939282675,-4.440892098500626e-16,0.008454024542698502,0.008684939068136721,-4.440892098500626e-16,0.0,0.008282741509308966,0.0,-0.008737976846117324,0.0,0.00909916567476543,0.0,0.008379757653119047,0.016686258414393862,0.008580771627647366,0.0,0.008737976946138648,0.0,0.00901318926653083,0.0
