Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B2,B3,B5,B6,C1,C2,C3,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7
0.168055556,0.04255313607171309,0.031708504574852726,0.029965358693440924,0.015531543958937579,0.0,-0.1993415075827036,0.04297920399691032,0.047106195435836634,0.08004844383641055,0.0,0.032893024080062006,0.04374571949163999,0.049553300341581834,0.0,0.0,-0.01628271492696189,0.04465591265308483,0.03366698199995742,0.016661934435898126,0.015964781443647717,0.016422881961475563,0.016190591947014506,0.08235207455236836,0.05148493881091918,0.03224442577347715,0.01690804903701089,0.0,-0.01675951545011992,0.0,0.0,0.01592037309299314,0.05013203237468794,0.03317905197156829,0.0,0.01675951545011992,0.0,0.017422754509315866
0.342777778,0.02127656803585687,0.023748561344117736,0.014982679346720484,0.02323437839093012,0.01585425228742654,-0.27134871765096724,0.0214896019984554,0.031361247768814327,0.047962327475051136,0.007765771979468816,0.008235071059293109,0.050779016818684575,0.04117603727618446,0.007850993177475729,0.0,-0.00814135746348077,0.0297320619272341,0.025213248725038717,0.016637751623315822,0.015942577268320157,0.016399387105393348,0.008095295973507,0.0493406226098303,0.025742469405459545,0.008072460129431747,0.00845402451850541,0.0,0.0,0.0,0.0,0.0238144388339232,0.04165554217312817,0.00830678440536703,0.008504271394732754,0.0,0.0,0.008711377254658093
0.5175,0.0,0.007894309056691196,0.007462025657734905,0.0231716668318791,0.01585425228742654,-0.21821045607969536,0.0,0.007808150050895968,0.01585425228742654,0.007765771979468816,-4.440892098500626e-16,0.02890615707286459,0.03270532990251995,0.007850993177476173,0.0,0.00814135746348077,0.022155092995598924,0.008379757725059722,0.00830678440536703,0.007960186546496661,-4.440892098500626e-16,0.0,0.02442420418004243,0.0,-0.008049752757306905,0.008429123084746415,-4.440892098500626e-16,-4.440892098500626e-16,0.0,0.008846020083446593,0.007938105556846153,0.0330834345761577,0.0,0.00850427139473231,-0.008379757725060166,0.008684939043283268,0.0
0.692222222,0.007057180440372068,0.0,0.007462025657734905,0.0077030604204177955,0.015766900591985156,-0.038724342169183856,-0.007145285156078263,0.007786903357835939,0.015810455787271582,0.007744754979543966,4.440892098500626e-16,0.014344316842377136,0.02442420418004332,0.007829513005148225,0.007916146730580387,0.008141357463481214,0.029426328368191257,0.0,0.008282741580416975,0.0,4.440892098500626e-16,0.0,0.048504300482663965,0.008529619484057172,0.008049752757306905,0.008429123084746859,0.016735048969395372,0.0,0.0,0.008846020083446593,0.007894309056691196,0.024705349571112034,0.016541579111498006,0.016933098035144756,0.008379757725060166,0.008684939043283713,0.008684939043283713
0.866944444,0.007057180460567469,0.0,-0.0074620255936732605,-0.007703060354287139,0.015766900637105064,8.93782825528433e-11,-0.014308455859614266,8.913447757663562e-11,9.036416059871044e-11,0.0077447550017071265,0.00818794596036776,0.007181146200337274,0.008118261406147909,0.007829513027554302,0.007916146753233821,-0.008141357393586457,0.014675341015280008,0.008355291172604584,0.016541579064297984,-0.007960186478157993,0.008187946148087377,0.0,0.024217509021434047,0.017033890830189247,0.01607692548745021,0.0,0.008379757844681368,0.00837975774904054,0.008818759502015716,0.008818759502015716,0.007916146843597982,0.016399387058597892,0.016493908543309566,0.016933098083601994,0.01673504892164468,0.008658660747117075,9.941425460624487e-11
1.041666667,0.0070398196054939355,0.0,-0.007462025593672816,-0.015426911808307686,0.0,8.937783846363345e-11,8.199485534987616e-11,8.913447757663562e-11,0.007872591648186766,0.015426911896482487,0.02456397232161356,8.199485534987616e-11,0.0,-4.440892098500626e-16,0.007894309079282458,9.319167659782579e-11,0.014600466500751974,0.016686258414393418,0.016493908543037783,-0.007960186478157993,-0.008187946148087377,0.008072460152531935,9.18851661424469e-11,0.016983344862626204,0.008027172707107066,0.0,-0.008355291172604584,-4.440892098500626e-16,0.00881875950201616,0.00881875950201616,9.036416059871044e-11,0.008187946054361017,-9.426504021803339e-11,-4.440892098500626e-16,0.008355291172603696,0.008658660747117075,9.941425460624487e-11
1.216388889,0.0070398195853478285,0.0,0.0,-0.015468606411461305,0.0,0.0,0.007163170744584946,-0.023488656233520366,0.023617893769460885,0.007723851431917339,0.0,0.014308455900663208,0.0,0.007808150050895968,0.007894309056691196,0.00814135746348077,0.021872859745819984,0.0,0.0,0.007960186546496661,-0.008187946124655454,0.0,0.00802717277602083,0.008479073516638902,0.00800471911655709,0.0,0.008355291244335206,0.0,-0.008818759577725377,0.0,0.007894309056691196,0.008164585333645835,0.0,0.008429123084746859,0.0,-0.00865866082145228,0.008684939043283268
1.391111111,-0.0070398195853478285,0.00787259153529396,0.007462025657734905,0.0,0.0156805061826244,-0.007808150050895968,0.014272773817628703,-0.007786903357835939,0.007850993177475729,0.007682381038712549,-0.008164585333645835,0.007145285156078263,0.008095295973507,0.007808150050895968,0.00787259153529396,0.0,0.007272393286849699,-0.008330967217948793,0.0,0.007960186546496661,0.0,-0.008072460129431747,0.0,-0.016983344911371656,0.0,0.008404367915232136,0.008355291244335206,0.0,0.0,0.0,0.00787259153529396,0.008164585333645835,0.008235071059293109,0.0,0.0,-0.00865866082145228,0.0
1.565833333,-0.007039819605493491,0.00787259155782305,0.007462025679088935,0.0077447550017071265,0.02348865621135987,-0.007829512937931327,0.028474714638288212,0.03127555959172268,0.0,0.007703060530400485,0.008164585263553015,0.0,0.016167756056802318,0.00778690329098497,0.00787259155782305,0.00811826131322091,0.014489576240273472,0.0166377514804803,0.016446511993101876,4.440892098500626e-16,0.016352531317914032,0.008072460060128961,0.008004719047836062,-1.944036043255437e-10,0.007982390561667163,0.008404367939282675,0.0,4.440892098500626e-16,0.01761042609915453,0.008791666496192452,0.00787259155782305,0.008141357393586901,0.008211440910242285,-9.648593035649355e-11,0.008330967146427337,0.00865866074711752,0.0
1.740555556,-0.007057180460567469,0.007850993199942646,-0.007462025679088935,0.015426911896482931,-8.937783846363345e-11,8.962253161826084e-11,-0.007127488844513419,-0.015637663189929096,0.007829513027554302,-0.00768238097275864,0.00816458526355257,0.007127488681947902,0.008072460060128961,0.00778690329098497,-4.440892098500626e-16,0.008118261313220465,0.014489576240273472,0.0166377514804803,0.008211440910242285,0.0,0.016352531317914032,0.008072460060128961,0.008004719047835618,0.01698334476556873,0.008004718956463375,0.0,-4.440892098500626e-16,0.0,0.026294382993635068,0.008791666496192008,-4.440892098500626e-16,0.008141357393586901,0.016399387058329218,0.016833490951665198,0.016637751575565574,0.008658660747117075,0.0
