Time_in_hr,A1,A3,A4,A5,A6,B1,B2,C1,C2,D1,D2,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0.168055556,0.0,0.0,0.015964781443647717,0.016236522765832102,0.0,0.0,0.016613568810734246,0.016329170667291813,0.016190591947014506,0.017265082282583027,0.017110238263602542,0.016661934435898126,-0.01675951545011992,0.016236522765832102,0.0,0.0,0.0,0.0,0.0,0.03270506291660277,0.0,0.01587621111369208,0.0,0.0,0.0,0.0,0.0
0.342777778,0.0,0.008258837531080587,0.007982390721823496,0.00811826138291627,0.0,0.0,0.024848363516865035,0.016305942797126605,0.008095295973507,0.008632541141291306,0.008555119131801181,0.008330967217948793,0.0,0.00811826138291627,0.008164585333645835,-0.008580771701313772,0.0,0.0,0.008632541141291306,0.02449388892178206,0.015987109838380587,0.01585425228742654,0.0,0.0,0.008258837531080587,0.0,0.0
0.5175,-0.007442618546991131,0.008258837531080587,4.440892098500626e-16,-4.440892098500626e-16,-0.008211440980738338,-4.440892098500626e-16,0.008282741580416975,-4.440892098500626e-16,0.008072460129431303,0.0,0.008529619484057172,0.0,-4.440892098500626e-16,-0.00811826138291627,-4.440892098500626e-16,0.0,0.0,0.0,0.00863254114129175,0.016259618846396595,0.01598710983838103,0.007916146730580387,-4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0
0.692222222,-0.007442618546990687,4.440892098500626e-16,0.007960186546496217,4.440892098500626e-16,-0.00821144098073745,4.440892098500626e-16,-0.016541579111497562,-0.00814135746348077,0.008072460129430858,0.008606578572344592,0.008529619484057172,0.0,0.0,4.440892098500626e-16,-0.008164585333645391,0.008580771701313772,0.0,0.0,0.0,0.00811826138291627,-4.440892098500626e-16,-0.007916146730580387,4.440892098500626e-16,4.440892098500626e-16,-0.008258837531080587,0.0,0.0
0.866944444,0.007442618483095131,0.00823507098859455,0.007960186569276217,0.008095295904008815,0.0,0.008141357393587345,-9.480993767851942e-11,0.008141357393587345,4.440892098500626e-16,0.008606578596974224,0.008504271321723156,4.440892098500626e-16,0.00837975774904054,9.292788760717485e-11,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.008095295904008815,0.007960186478157993,-9.061373873464618e-11,0.0,0.0,4.440892098500626e-16,-0.00830678433405252,0.008555119058355487
1.041666667,0.0074426184830955755,0.00823507098859455,0.0,-9.266498679494362e-11,0.0,0.008141357393586457,0.016541579064023537,0.016259618799734366,-4.440892098500626e-16,-4.440892098500626e-16,-0.008529619605812666,0.008306784429138236,-4.440892098500626e-16,-0.008118261313220465,0.008164585357009813,-4.440892098500626e-16,-4.440892098500626e-16,4.440892098500626e-16,0.00860657859697378,0.008095295904008815,0.007960186478157993,0.007916146662619639,0.0,0.0,-4.440892098500626e-16,-0.008306784334053408,0.008555119058355043
1.216388889,0.007423312121816572,0.008211440980737894,0.0,0.0,0.008211440980737894,0.00811826138291627,0.008258837531080587,0.01621355735642327,-0.008072460129431747,0.017135890833114953,-0.008504271394732754,0.024848363516865035,0.008355291244335206,0.00811826138291627,0.008164585333645835,0.008555119131801181,0.0,0.008818759577725377,0.008606578572344592,0.008072460129431747,0.0,0.0,0.008479073516638902,0.008404367915232136,0.008258837531080587,0.0,0.0
1.391111111,0.007423312121816572,0.008211440980737894,0.0,0.008095295973507,0.008211440980737894,0.01621355735642327,0.0,0.008095295973507,0.008049752757306905,0.008580771701313772,0.017033890878789926,0.016541579111498006,0.016686258462283998,0.00811826138291627,0.0,0.0,0.0,0.017610426149394343,0.0,0.008072460129431747,0.007938105556846153,0.007894309056691196,0.008479073516638902,0.008404367915232136,0.008258837531080587,0.0,0.008529619484057172
1.565833333,4.440892098500626e-16,0.0,0.007938105488697111,0.008072460060128961,0.0,9.266498679494362e-11,-0.008258837460177748,4.440892098500626e-16,0.008072460244675561,-9.792788802087671e-11,0.008504271419069287,4.440892098500626e-16,0.008330967241789722,0.0,0.0,0.008529619312902081,0.008355291172604584,1.0063638811175224e-10,4.440892098500626e-16,4.440892098500626e-16,0.007938105579562205,0.007894309079282902,0.0,0.00837975765311949,4.440892098500626e-16,0.008306784334053408,0.008529619508466979
1.740555556,4.440892098500626e-16,0.0,0.023748561321212946,0.016122212840472105,0.008187946148086933,9.266498679494362e-11,9.453682281446163e-11,0.00807246015253238,9.214318197336979e-11,0.017084738566821578,-4.440892098500626e-16,0.00823507108285959,-4.440892098500626e-16,0.0,0.008141357486779022,0.017084738469185012,0.00835529117260414,1.0063594402254239e-10,0.008580771725868797,0.008049752780343145,0.007916146753233821,0.0,0.008454024542698502,0.008379757653119047,0.0,0.008306784334052963,0.0
