Time_in_hr,A1,A2,A3,A4,A5,A6,B2,B3,B4,B5,B6,C2,C3,C4,C5,C6,D2,D3,D4,D5,D6,E2,E3,E4,E5,E6,E7,E8,F2,F3,F4,F5,F6,F7
0.168055556,-0.012374859818891455,0.013111965497759719,0.0,-0.08053116390050413,0.02483027945122005,0.012190356976028684,0.0,0.025607964137046912,0.012704490092353471,-0.012348161071470331,0.02619396076254047,0.013388007125804067,0.0253246892679494,0.012374859818891455,0.0,0.0,0.0,0.0,0.0,0.0,-0.012992901009118452,0.014254977323101483,0.013233232338239819,0.013450935536714814,0.0,0.0,0.0,0.013356763206801328,0.027516257022550766,0.0,0.014290570312156296,0.013908561976116576,0.014010705739766342,0.0
0.342777778,0.0,0.013096980381270384,0.006555982748879696,-0.11658171042234033,0.0,0.018246726335920727,0.014166787438910422,0.019184553760397627,0.01901458968015124,0.0,0.019623061244428364,0.020035217555164575,0.025268907833234877,0.03692548288422026,0.0,0.006481735994784188,0.014272773817628703,0.0,0.006296339653929284,0.0,-0.00649645050455927,0.021329429563289537,0.006616616169119904,0.006725467768357696,0.0,0.0,0.007163170744584946,0.00667838160340084,0.034272088889516716,0.0,0.014272773817628703,0.006954280988058503,0.007005352869883019,0.0069039483866681906
0.5175,-0.006200837135330595,0.006540997632390244,0.0,-0.17312655170035018,-0.012415139725610036,0.006082223794960484,0.02122396787928249,0.006380571691874337,4.440892098500626e-16,0.006174080535735094,0.006526080863157535,0.019988569404614687,0.018889079922964847,0.018482423029772654,0.0,0.012948823986136837,0.021382554414575594,0.006555982748879696,0.012578856377633674,0.0,-4.440892098500626e-16,0.021276568035856425,0.0066013529118089664,0.00670969877905403,0.0,0.0,0.0,0.0,0.034108690070374426,0.0068543391290973865,0.007127488661550885,-0.006954280988058503,4.440892098500626e-16,0.0
0.692222222,-0.006187429909445985,0.006526080863157979,0.006540997632390688,-0.22905703337934957,0.0,-0.006069324052946357,0.007057180440372068,0.0,-0.006324168802073427,0.01844271830128763,4.440892098500626e-16,0.013279305583986822,0.0,-0.01840318379848238,0.0,-0.0064817359947833,0.014201940901738652,0.019623061244428364,0.00628251672370439,0.0,0.006496450504559714,0.0070746271341177724,0.006601352911809855,0.00670969877905403,0.0,0.0,-0.014344316842376692,0.0,0.020367952305643033,0.0,0.0,-0.006954280988058503,-0.007005352869883463,-0.0069039483866681906
0.866944444,0.006200837153075955,7.470202234571843e-11,0.013096980418749737,-0.25067807086078053,0.006214302536929228,-4.440892098500626e-16,0.0,0.012718621796911744,0.012662344597819786,0.012308342599478994,-0.00652608080713124,0.013248566302928921,0.006268754228304196,-7.036904392521137e-11,0.006296339599875189,-0.006467088084054939,0.021223967778255304,0.013067078532942311,0.0,0.0,0.006496450523149733,0.014096999904696705,0.006586159854700124,0.006694003505433699,0.0,0.0,0.0071631706008878915,0.006662832331661761,0.026997230436606845,-7.845990523946966e-11,0.007109780535908605,0.0,-8.018830044420611e-11,0.00690394832739738
1.041666667,0.0,-0.00652608080713124,-0.013096980418749737,-0.13189823919031696,-7.113332145536333e-11,4.440892098500626e-16,-0.007057180460567469,0.006366376732557022,-0.006338175922429912,-0.018442718283846027,-0.013067078458240289,0.013217969043016087,0.0062825165980116005,-7.036993210363107e-11,-7.207257013419621e-11,0.006481735939138034,0.014131807453167333,-0.006526080881833263,0.0,0.006571036702249788,-0.006496450523149733,0.014096999904696261,0.013157196556949913,0.006694003505433699,0.0,0.0,0.0071811459541466505,0.013310187763035941,0.02022400780371436,0.006854339070252458,0.007109780535908605,0.0,0.00700535280974135,-7.902789533886789e-11
1.216388889,0.006187429909445541,0.0,-0.013096980381270384,-0.01346677882053493,0.0,-0.00608222379496004,0.0070398195853478285,0.0,-0.01266234463397442,-0.012308342494038005,0.0,0.01975854950649758,0.0,0.0,0.0,0.0,0.0070398195853478285,0.0,0.0,0.0,0.006481735994784188,0.007022543937103443,0.006571036683445275,0.013341213992262624,0.0,0.00667838160340084,-0.007163170744584946,0.006647355412352063,0.00670969877905403,0.006837960764319195,0.00709216030479265,0.0,0.006988245764043999,0.006887332369676535
1.391111111,0.006187429909445541,0.0,0.0,0.0,0.012415139725610036,0.0,0.007057180440372068,0.0,0.0,0.0,0.006540997632390688,0.01315719659468817,0.006268754354035622,0.006147553853480758,0.006296339653929284,0.006467087991353093,0.0070398195853478285,0.006526080863157979,0.006268754354035622,0.0,0.01944527449069655,0.007022543937103443,0.0,0.013341213992262624,0.006694003562901951,0.00667838160340084,0.007163170744584946,0.01324856634075422,0.00670969877905403,0.006837960764319195,0.014166787438910422,0.006954280988058503,0.006988245764043999,0.013791280756344726
1.565833333,4.440892098500626e-16,0.00652608080713124,0.013096980268831881,0.006741310994303085,7.097922249954536e-11,6.962208587424357e-11,-8.058309575176281e-11,-7.271250268559015e-11,0.0,0.012308342388369642,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.006467088009860511,0.014027896686556574,4.440892098500626e-16,7.175682270599282e-11,0.006571036702249344,7.402745083595619e-11,4.440892098500626e-16,0.006555982692596274,4.440892098500626e-16,0.0066940035820586274,0.006662832331661317,0.007163170765084104,1.5165335653932743e-10,0.006694003505434143,4.440892098500626e-16,0.007074627154363355,0.006954281007959029,0.0,0.0
1.740555556,-0.006187429927152266,-7.470202234571843e-11,0.006555982617722833,-7.716582928196658e-11,-0.012415139690158838,6.962164178503372e-11,0.00703981952491084,-7.27120585963803e-11,0.0,-1.4089041044940132e-10,-0.006540997651109048,0.0,0.006255052165703656,0.0,0.0,-0.012948824023192973,0.007022543796626035,0.0,-0.006268754300218227,0.0,-0.012948823949165966,0.0,0.006555982692596274,0.0,0.0,-0.0066783816987801,0.0,1.5165246836090773e-10,0.006694003505433699,0.0,0.0,0.0,0.0,-0.006887332389386103
