Time_in_hr,A1,A2,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
0.168055556,0.012963471989567826,0.0,0.0,0.029654835445016577,0.04488941000891071,0.05885265673638241,0.0,0.07462127134652576,-0.014581843394818715,-0.014769996420327489,0.0,0.05680811339481458,-0.3343064293013306,0.0,0.0,-0.029052704193863778,0.0,0.0628948135492192,0.015832293461160645,0.015832293461160645,-0.1180118187985027,-0.015573806715671948,0.0,0.07765886359932382,0.0,-0.01508135375021244,0.0,0.0,0.0,0.01628271492696189,0.012295107706961019,-0.572814707890921,0.0,-0.659966689932518,0.0,0.0,0.0,0.01605434555204158
0.342777778,-0.00649645050455927,0.007290921697409747,0.0,0.014827417722508063,0.02988732355144652,0.014750987394907433,0.007253958810081951,0.06681280643566678,0.01452635209693165,0.0,0.007347077766804766,0.042501056723127206,-0.15284475875000192,0.0,0.007309544761560538,-0.01452635209693165,0.0,0.05480823216281028,0.007916146730580387,0.015810455787271582,-0.1464437520852626,0.0,0.0,0.05421487325879237,0.01585425228742654,-0.007540676875106289,0.0,0.0,0.0,0.00814135746348077,0.01840318379848238,-0.32084441474395353,0.007744754979543966,-0.32998334496625903,0.0077030604204177955,0.0,0.0,0.00802717277602083
0.5175,-0.012978186499343458,0.014563314984259002,0.007328263206479058,0.0,0.0,0.0,0.0,0.022155092995598924,0.014563314984259002,0.014750987394907433,0.007347077766804322,0.02111954396282334,0.02854572515916054,0.0,0.01460046645896984,0.007272393286849699,-4.440892098500626e-16,0.03882943179966203,0.007894309056691196,0.02361789376946133,-0.10800093872102634,0.007786903357835939,-4.440892098500626e-16,0.023047253849303395,0.007938105556846153,0.007540676875105845,0.0,0.0,-0.008141357463481214,0.008118261382915826,0.012255629945002067,-0.034437060798492514,0.007744754979543966,0.007938105556846153,0.0077030604204177955,0.0,0.0,0.0
0.692222222,-0.006511231974646314,4.440892098500626e-16,0.007328263206479502,0.0,-0.007442618546990687,0.0,0.014452986369611676,-0.007347077766804322,-0.007253958810081951,0.014713066951548726,4.440892098500626e-16,0.02101614257103046,0.021329429563289537,0.0,0.007290921697409747,0.021761969651517443,0.007520859041815431,0.0231716668318791,0.015766900591985156,0.01572358471276969,-0.02056309603501516,0.007765771979468816,4.440892098500626e-16,0.02292416973176703,0.0,0.015061535916921276,-0.00787259153529396,0.0,0.0,0.00811826138291627,0.012203366971996754,0.006920644771451823,0.015426911852335135,0.007938105556846153,0.0,0.0,-0.007916146730580387,0.0
0.866944444,-0.0065112319932798535,-8.324541056481394e-11,0.0,0.022098064971999065,0.007442618483095131,-0.014675341015280008,0.028906157073177674,0.0,0.007253958747806433,0.014675340931395109,-0.007347077703729887,0.013993598673972318,8.118217209585055e-11,0.0,0.0,0.021706945159197133,8.608935786469374e-11,0.00770306044246194,9.01154706411944e-11,4.440892098500626e-16,0.0,0.007765772001692373,0.0,0.015262357385270153,0.01581045574215212,8.608935786469374e-11,-9.01154706411944e-11,0.0,0.008141357486779466,0.0,0.006108188571232187,0.013824593118653805,0.023109292869241127,4.440892098500626e-16,0.0,0.008004719047836062,-9.061373873464618e-11,0.0
1.041666667,0.0,0.007272393224415641,0.007309544782478028,0.029426328199449348,0.0074426184830955755,0.014675341015280008,0.007199211831365293,-0.014750987437120333,0.021706945158777913,0.007328263143565827,-0.007347077703729443,0.006971222025931922,8.118217209585055e-11,0.0,0.0,0.02159772678518035,0.007501145210535132,0.007682381060696741,-0.007872591467707135,0.007829513027553414,0.0,-4.440892098500626e-16,0.007560599447960392,0.007600762041925613,0.007894308988918297,-0.0075208589772484125,0.007872591467707135,0.0,-4.440892098500626e-16,0.0,-0.006095178435686854,0.013791280716783483,0.007682380972758196,-4.440892098500626e-16,0.0,0.008004719047835618,0.007916146662619639,0.0
1.216388889,0.013007682479205585,0.007253958810081951,0.0,0.014637807968039596,-0.007442618546991131,0.02198488573484436,0.0,0.007347077766804766,0.014452986369611676,0.007309544761560538,0.007347077766804766,0.006971222005982547,0.00709216030479265,0.007765771979468816,0.007272393286849699,0.014380357990963155,0.007520859041814987,0.007682381038712549,0.00787259153529396,0.015637663056044637,0.013725135270695965,0.007744754979543966,0.007560599426324366,0.0076007620201750115,0.00787259153529396,0.015022004144795265,0.007850993177475729,0.007641353587751087,0.00811826138291627,0.0,0.00609517848801433,0.013758128511275114,0.007661812390173051,0.007916146730580387,0.007682381038712549,0.007982390721823496,0.0,0.00800471911655709
1.391111111,0.019489418473989772,0.007253958810081951,0.007290921697409747,0.007309544761560538,0.0,0.007309544761560538,0.00718114609779219,0.0220980651617122,0.007199211893170965,0.021872859745819984,0.007347077766804766,0.006954280988058503,0.0070746271341177724,0.007765771979468816,0.007272393286849699,0.007163170744584946,0.007481534243740207,0.015303165977924138,0.02355309771791836,0.015595053408731907,0.013725135270695965,0.007744754979543966,0.007540676875106289,0.007580627527667527,0.01572358471276969,0.015022004144795265,0.007850993177475729,0.01526235734159398,0.00811826138291627,0.0,0.00609517848801433,0.013725135270695965,0.007661812390173051,0.015810455787271582,0.007682381038712549,0.007982390721823496,0.0,0.00800471911655709
1.565833333,7.419487246806966e-11,0.007235617492467483,0.007309544865936157,0.01456331485923279,0.0074426185682896495,0.007290921634816705,0.0071811461183424186,4.440892098500626e-16,0.0071992119137735955,0.014563315025934997,4.440892098500626e-16,0.006954281007959029,0.014131807534149221,0.00774475491305493,0.0,0.007163170765084104,0.0075011452100857134,0.015303166021717107,0.007850993289565622,8.913447757663562e-11,0.006837960705615487,0.007723851365607715,0.007540676896685472,0.015141226910777128,0.00785099319994309,0.00748153417951114,0.0,0.007621003775652557,0.0,0.008095295904008815,0.006082223742744475,7.846034932867951e-11,0.007641353522149341,0.007894309079282902,0.007661812324396333,4.440892098500626e-16,0.007894308988918741,0.007982390653294757
1.740555556,7.419487246806966e-11,0.007235617492467483,0.0072723933911182925,-1.667022075935165e-10,0.0,0.007290921634816705,0.00716317076508366,0.0073282632274507264,0.0071811461183419745,0.0,4.440892098500626e-16,0.0,0.007057180379785866,0.00774475491305493,0.007253958830840457,0.014272773858473364,0.007462025764727986,0.007621003775652113,-0.00782951293793177,-0.00778690329098497,0.006837960705615043,0.007723851365607715,0.00752085906333777,-8.654454930479005e-11,0.007829513027554302,0.014943559858600075,0.007829513027554302,0.0,0.0,0.01616775605654075,0.006082223742744031,7.845946115025981e-11,0.007641353522148897,0.0,0.007661812324396333,0.007960186569276217,0.007894308988917853,0.007982390653294757
1.915277778,0.006481735994784188,0.0,0.007290921697410191,-0.014563314984259002,0.0,-0.007290921697408859,-0.014380357990963155,0.01463780796804004,0.014344316842377136,4.440892098500626e-16,4.440892098500626e-16,0.0,0.007039819585348717,0.007723851431917783,0.007253958810081951,0.007145285156078263,0.007481534243740651,0.00762100375384378,0.00782951300514867,0.0155526753373052,0.006821660484825021,0.007703060420418684,0.007520859041815875,4.440892098500626e-16,0.00782951300514867,0.014904644204725592,0.015637663056044637,0.0076007620201750115,0.0,0.008072460129431747,0.006069324052946801,0.020513960378242047,0.00762100375384378,0.007872591535294404,0.007641353587751087,0.007960186546496661,0.007872591535294404,0.007960186546497106
2.09,-0.006481735994784188,0.0,-0.01456331498425989,0.007290921697408859,0.014827417722508063,-8.881784197001252e-16,-0.028760897550574427,-4.440892098500626e-16,0.014308455900662764,0.007253958810081507,0.0073282632064786135,0.006937422108523439,0.0,0.007723851431916895,0.014452986369611676,-0.007127488661551329,0.014865930668807259,0.007600762020174123,0.015637663056044193,0.023297430316848278,0.0068216604848245765,0.0077030604204177955,0.00750114510297939,0.015101276301430211,-4.440892098500626e-16,0.007442618546990687,0.007808150050895524,0.01518138954784165,0.008095295973507,-4.440892098500626e-16,-0.006082223794960484,0.013659621249144216,0.01522176577401746,0.01572358471276969,0.007641353587750199,0.0,0.01572358471276969,0.007960186546496661
2.264722222,0.0,0.014416580708197735,0.021761969651517887,0.02181727379434184,0.022212415932672425,0.02905289134892719,0.014380357990963155,0.01456331498425989,0.014272773817629147,0.0144895763646673,0.01463780796804004,0.01385806687997615,0.01402789680698735,0.007703060420418684,0.021652198262783084,0.021329429563290425,0.0297320619272341,0.015181389547842539,0.015595053408732351,0.02317166683187999,0.006805437733522268,0.007682381038712549,0.014982679346720928,0.015061535916922164,0.007808150050896412,0.014827417722508507,0.0155526753373052,0.022681903829098626,0.016167756102938746,0.016076925533328623,-0.0060693240529459125,0.006805437733522268,0.0076007620201750115,0.015680506182624843,0.015221765774018348,0.01585425228742654,0.007850993177476173,0.007938105556846153
2.439444444,0.019401329938161904,0.021597726785595128,0.02905289143206735,0.02176196963096899,0.014750987352804223,0.021761969713793405,0.05014345178188906,0.021872859808413025,0.02840405653514333,0.014452986328356232,0.021872859641710818,0.020711925429202527,0.02805596215667361,0.023047253739616913,0.021543528633003017,0.02840405669770929,0.014789103768643397,0.022681903721146313,0.023297430205973413,0.023109292869241127,0.0271251813074751,0.022985546907242416,0.014943559858823896,0.015022004101920228,0.01559505336422573,0.02221241591170342,0.01555267538181182,0.022622135321894277,0.024149385547839408,0.03206403528046575,0.012151547813206598,0.020367952208682816,0.022681903634372613,0.02342456630240175,0.022802393280165312,0.023748561321714767,0.01563766292179425,0.023748561231100584
2.614166667,0.025781122210283502,0.021489601977750628,0.021597726867795153,0.021652198241919773,0.014713066909335826,0.028760897632878812,0.01430845561485361,0.02170694524181238,0.02127656785319587,0.021597726785179905,0.029052891265364256,0.02751641594791865,0.020913748737940274,0.02298554690677257,0.02861709057770323,0.028194171096642684,0.022098065140415457,0.022622135235122798,0.023234378279874512,0.022985546994475747,0.04049622121180496,0.022924169622197343,0.022327956305022045,0.02244470498282114,0.023297430294384025,0.014750987352585732,0.01546860645572723,0.015022004101694186,0.03206403527943724,0.02394729627040615,0.018169490977944847,0.027061054703294563,0.030202762697710384,0.015595053274847448,0.022681903807233006,0.023617893746683993,0.023424566301913252,0.02368304720936054
2.788888889,0.025665510317172124,0.035637885463952745,0.028760897550574427,0.02159772680598948,0.021984885734843918,0.04303367136820313,0.0070921603047922055,0.03608730317065678,0.007057180440371624,0.035816302553176804,0.03608730317065678,0.034190194253362005,0.02778356987401631,0.03044374688943563,0.0284747147193678,0.014097000025719897,0.029350874919587433,0.02250353838853547,0.030771105281220734,0.030524931751941597,0.03354886276589086,0.030362992728009353,0.03702102366440618,0.02980949057028237,0.030937438811347473,0.029350874919587433,0.0385158602607647,0.022444705004454946,0.03188540194172251,0.023814438833922758,0.02414938566275948,0.0202240079773377,0.02250353838853547,0.023234378390929233,0.037604814689966126,0.03136124776881388,0.031021281748765173,0.023553097717917915
2.963611111,0.031903175666499806,0.028404056697407754,0.014308455900663208,0.03572687125695273,0.036455081762381436,0.014272773817629147,0.056528953530114556,0.03581630255317725,0.035113142596751246,0.04271251259807052,0.03590618270665269,0.03402757355478725,0.034520143777919454,0.03790366960311653,0.028333748476228937,0.03485652373649195,0.029201122952299485,0.03731063567326309,0.04591037321107283,0.022802393301685875,0.026682572967516638,0.037803524891088625,0.03683043396888319,0.02965503447966311,0.023109292891047684,0.0438021595291862,0.04591037321107283,0.03721359617097475,0.0317087478906144,0.039472146056887425,0.018054856219905435,0.026807551713714517,0.03731063567326309,0.038619819850060466,0.03740818259326151,0.031190338393349393,0.038619819850060466,0.03127555959135675
3.138333333,0.03807176166905757,0.028194170935873952,0.04260652200986881,0.042712512558136684,0.043469471933673454,0.028333748232981737,0.05611327264609356,0.014308456023196303,0.04891888716012138,0.04239611187825432,0.0427125123951666,0.0337865224146463,0.04117603715920026,0.04506684013366069,0.035199523826397794,0.04879971250547799,0.03627026001927325,0.04448304919583501,0.05306588203881679,0.03770390773697718,0.04631730340318718,0.044948859254884344,0.03654820057331998,0.036830433821978925,0.030606550595658977,0.043469471933673454,0.04554502306156838,0.03702102360149917,0.03153404041029839,0.04704246004982737,0.01199869770446993,0.04002422180446974,0.04448304919583501,0.038309611038120917,0.044483049110862094,0.038724342014760715,0.030688607349704355,0.03882943164482189
3.313055556,0.04407523096773458,0.0559760676177512,0.056528953285965855,0.049279930014521245,0.050269288818796554,0.049401464685605134,0.02091374857853845,0.04940146509152088,0.04157485051052312,0.04903864548937431,0.06351719915079013,0.04696892421446863,0.05438045281366666,0.05962059835354072,0.05583953194903302,0.04127502160170948,0.06463302826630235,0.05143090032142794,0.06009008624859513,0.06733687646508368,0.05914140885774666,0.05946572849692178,0.05796016283196748,0.043914189777214396,0.04566615857420908,0.050269288818796554,0.052647467766395284,0.05855314692280311,0.05465867806209479,0.05436200511266032,0.029840575081879095,0.046317303552738665,0.05143090032142794,0.06072769453423188,0.051563290661241545,0.05377821749101486,0.045666158661444634,0.053922985716337024
