temp_C,source,well,n_points,mu_max,t_at_mu_max_hr
39,PROCESSED,F3,132,0.5151379266679226,6.283333333
39,PROCESSED,F4,132,0.49935623327558254,5.759166667
39,PROCESSED,F5,132,0.4799697355405712,6.632777778
39,PROCESSED,F6,132,0.43286754703331853,6.458055556
39,PROCESSED,F7,132,0.41560258450948173,5.933888889
39,PROCESSED,F8,132,0.41132939941399305,5.759166667
40,PROCESSED,A1,103,0.46630700052219876,5.933888889
40,PROCESSED,A2,103,0.48277178733594406,6.283333333
40,PROCESSED,A3,103,0.4637933094961948,7.156944444
40,PROCESSED,A4,103,0.453940737147007,5.933888889
40,PROCESSED,A5,103,0.4877799140201806,5.759166667
40,PROCESSED,A6,103,0.5027048086112393,5.933888889
40,PROCESSED,B1,103,0.44754466117514324,5.759166667
40,PROCESSED,B2,103,0.5258912699507625,6.458055556
40,PROCESSED,B3,103,0.45230919275612713,5.759166667
40,PROCESSED,B4,103,0.48054849683655987,5.933888889
40,PROCESSED,B5,103,0.4930341011446583,5.759166667
40,PROCESSED,B6,103,0.4262647911785207,5.933888889
40,PROCESSED,C1,103,0.44791357559495837,6.458055556
40,PROCESSED,C2,103,0.44704940971821716,5.584444444
40,PROCESSED,C3,103,0.4574888605730506,5.759166667
40,PROCESSED,C4,103,0.49178134000224394,5.933888889
40,PROCESSED,C5,103,0.5155156856405465,5.759166667
40,PROCESSED,C6,103,0.4283502847136529,5.759166667
40,PROCESSED,D1,103,0.4186119505473038,6.108611111
40,PROCESSED,D2,103,0.4533688811332732,6.108611111
40,PROCESSED,D3,103,0.4930341011446583,5.759166667
40,PROCESSED,D4,103,0.44998937949117934,5.759166667
40,PROCESSED,D5,103,0.4380896093398836,5.584444444
40,PROCESSED,D6,103,0.39262642136466464,5.933888889
40,PROCESSED,E1,103,0.48201263336121536,5.759166667
40,PROCESSED,E2,103,0.4997533519843578,5.759166667
40,PROCESSED,E3,103,0.49754822473611626,5.759166667
40,PROCESSED,E4,103,0.49226872571717006,6.108611111
40,PROCESSED,E5,103,0.5606032572634914,5.759166667
40,PROCESSED,E6,103,0.43508277619726776,6.108611111
40,PROCESSED,E7,103,0.48468143754061677,5.933888889
40,PROCESSED,E8,103,0.4726253242814773,5.933888889
40,PROCESSED,F1,103,0.4803764901707721,5.933888889
40,PROCESSED,F2,103,0.5047491480682129,5.933888889
40,PROCESSED,F3,103,0.46716989234295636,5.759166667
40,PROCESSED,F4,103,0.4448246493232746,5.060277778
40,PROCESSED,F5,103,0.44688285487601753,5.933888889
40,PROCESSED,F6,103,0.429081502030777,5.759166667
40,PROCESSED,F7,103,0.45414826613648285,5.933888889
41,PROCESSED,A1,131,0.3798670725137945,6.108611111
41,PROCESSED,A2,131,0.3889087384555947,6.283333333
41,PROCESSED,A3,131,0.3916479001657771,6.108611111
41,PROCESSED,A4,131,0.4104794673734964,6.108611111
41,PROCESSED,A5,131,0.40980625501019907,6.108611111
41,PROCESSED,A6,131,0.40867269654836447,6.982222222
41,PROCESSED,B2,131,0.4152082460032578,5.759166667
41,PROCESSED,B3,131,0.3842886565650452,6.283333333
41,PROCESSED,B4,131,0.43410661090119074,6.108611111
41,PROCESSED,B5,131,0.43036892289815565,6.283333333
41,PROCESSED,B6,131,0.4127313621458891,6.283333333
41,PROCESSED,C2,131,0.40074205153670195,6.108611111
41,PROCESSED,C3,131,0.3935183970696208,6.283333333
41,PROCESSED,C4,131,0.4067067418769893,6.283333333
41,PROCESSED,C5,131,0.36068886788586363,6.108611111
41,PROCESSED,C6,131,0.41994009036224966,6.283333333
41,PROCESSED,D2,131,0.39995468457114414,6.108611111
41,PROCESSED,D3,131,0.394749070900681,6.108611111
41,PROCESSED,D4,131,0.42838377213884093,6.283333333
41,PROCESSED,D5,131,0.4064749077945963,6.632777778
41,PROCESSED,D6,131,0.39938993269039946,6.283333333
41,PROCESSED,E2,131,0.34872812898339367,5.933888889
41,PROCESSED,E3,131,0.3989748220125241,6.458055556
41,PROCESSED,E4,131,0.37487697642502193,6.283333333
41,PROCESSED,E5,131,0.3866707778893953,6.458055556
41,PROCESSED,E6,131,0.3787105909791516,6.458055556
41,PROCESSED,E7,131,0.3428333216355206,6.283333333
41,PROCESSED,E8,131,0.39487175966123544,6.283333333
41,PROCESSED,F2,131,0.3845165261002661,6.108611111
41,PROCESSED,F3,131,0.36766452177590425,6.458055556
41,PROCESSED,F4,131,0.3746105362226202,6.108611111
41,PROCESSED,F5,131,0.3576029381638173,6.108611111
41,PROCESSED,F6,131,0.3839157898729644,6.283333333
41,PROCESSED,F7,131,0.32077298142093924,6.283333333
42,PROCESSED,A1,130,0.4667837942186259,5.584444444
42,PROCESSED,A2,130,0.4846967045436621,5.933888889
42,PROCESSED,A3,130,0.46725245816575267,5.759166667
42,PROCESSED,A4,130,0.4845010175119131,6.108611111
42,PROCESSED,A5,130,0.47324260222625103,6.458055556
42,PROCESSED,A6,130,0.46798180865717565,5.933888889
42,PROCESSED,B1,130,0.47948991479072933,6.108611111
42,PROCESSED,B2,130,0.4754996596711526,5.759166667
42,PROCESSED,B3,130,0.46393311514901336,5.933888889
42,PROCESSED,B4,130,0.49355273140826683,5.584444444
42,PROCESSED,B5,130,0.5022464166522718,5.584444444
42,PROCESSED,B6,130,0.4307359207440402,7.331666667
42,PROCESSED,C1,130,0.4766559904544244,6.283333333
42,PROCESSED,C2,130,0.48172268093732473,5.759166667
42,PROCESSED,C3,130,0.47444524356564066,6.458055556
42,PROCESSED,C4,130,0.4595339056458111,7.506388889
42,PROCESSED,C5,130,0.49836633411727116,7.681111111
42,PROCESSED,C6,130,0.47731617751814914,5.933888889
42,PROCESSED,D1,130,0.506592313195412,6.108611111
42,PROCESSED,D2,130,0.4981382874449938,7.331666667
42,PROCESSED,D3,130,0.5028464813873861,5.759166667
42,PROCESSED,D4,130,0.4505908468865445,6.632777778
42,PROCESSED,D5,130,0.48079185382328227,5.759166667
42,PROCESSED,D6,130,0.48429421189095434,5.759166667
42,PROCESSED,E1,130,0.4754996610699871,5.933888889
42,PROCESSED,E2,130,0.5156368524585011,7.506388889
42,PROCESSED,E3,130,0.4858938855070727,5.759166667
42,PROCESSED,E4,130,0.5090564819562191,5.759166667
42,PROCESSED,E5,130,0.4822863388621441,6.108611111
42,PROCESSED,E6,130,0.46350523049170644,5.759166667
42,PROCESSED,E7,130,0.4083980190536638,6.982222222
42,PROCESSED,E8,130,0.4645297490078901,5.759166667
42,PROCESSED,F1,130,0.45956024195392664,5.759166667
42,PROCESSED,F2,130,0.49384381454364057,5.759166667
42,PROCESSED,F3,130,0.4981382873918594,5.759166667
42,PROCESSED,F4,130,0.48384323334093704,5.759166667
42,PROCESSED,F5,130,0.5011961127174509,5.759166667
42,PROCESSED,F6,130,0.478874412315343,5.759166667
42,PROCESSED,F7,130,0.4700256518017809,5.759166667
42,PROCESSED,F8,130,0.4509738069387679,5.759166667
43,PROCESSED,A1,138,0.4367783480528078,6.108611111
43,PROCESSED,A2,138,0.4375360898724481,6.283333333
43,PROCESSED,A3,138,0.4300603579509896,6.283333333
43,PROCESSED,A4,138,0.4449065308372051,6.982222222
43,PROCESSED,A5,138,0.4190820863864486,7.156944444
43,PROCESSED,A6,138,0.41882596857611554,6.283333333
43,PROCESSED,B1,138,0.4703354776995454,6.458055556
43,PROCESSED,B2,138,0.4453421798822901,6.982222222
43,PROCESSED,B3,138,0.450170190920512,6.458055556
43,PROCESSED,B4,138,0.44470827513868905,6.458055556
43,PROCESSED,B5,138,0.4480513666187804,6.632777778
43,PROCESSED,B6,138,0.43217649987732654,6.458055556
43,PROCESSED,C1,138,0.43836714229470886,6.458055556
43,PROCESSED,C2,138,0.44754466133506354,6.458055556
43,PROCESSED,C3,138,0.4460016757032823,7.331666667
43,PROCESSED,C4,138,0.4319051942447891,6.632777778
43,PROCESSED,C5,138,0.4254189092811076,6.8075
43,PROCESSED,C6,138,0.43668365641356943,6.458055556
43,PROCESSED,D2,138,0.4396048954482221,6.283333333
43,PROCESSED,D3,138,0.4616120542805291,6.458055556
43,PROCESSED,D4,138,0.4697373464946464,6.632777778
43,PROCESSED,D5,138,0.44874766733388816,6.458055556
43,PROCESSED,D6,138,0.4526639776326782,6.632777778
43,PROCESSED,E2,138,0.4243644741770669,6.458055556
43,PROCESSED,E3,138,0.44682278780805484,6.982222222
43,PROCESSED,E4,138,0.44263331322774957,6.632777778
43,PROCESSED,E5,138,0.4556423412724686,6.632777778
43,PROCESSED,E6,138,0.42073050191312755,6.458055556
43,PROCESSED,E7,138,0.4620784908337645,6.632777778
43,PROCESSED,E8,138,0.449198629134284,6.283333333
43,PROCESSED,F2,138,0.4556667828164327,7.681111111
43,PROCESSED,F3,138,0.4461556302112768,6.283333333
43,PROCESSED,F4,138,0.4411307218473288,6.108611111
43,PROCESSED,F5,138,0.41546521045536977,6.283333333
43,PROCESSED,F6,138,0.4380896096787519,6.283333333
43,PROCESSED,F7,138,0.41102029103983306,6.108611111
44,PROCESSED,A2,122,0.48635840436300626,10.82611111
44,PROCESSED,A3,122,0.43203156103980045,11.69972222
44,PROCESSED,A4,122,0.43017897690634954,12.04916667
44,PROCESSED,A5,122,0.4245499241049622,11.87444444
44,PROCESSED,A6,122,0.4372046935591012,10.12722222
44,PROCESSED,B1,122,0.3653734283767407,10.47666667
44,PROCESSED,B2,122,0.4515179683027326,12.04916667
44,PROCESSED,B3,122,0.4292132120689298,14.14583333
44,PROCESSED,B4,122,0.43066750878759263,14.32055556
44,PROCESSED,B5,122,0.4519254784785862,13.79638889
44,PROCESSED,B6,122,0.4418890905559796,12.22388889
44,PROCESSED,C1,122,0.4419063413279085,11.00083333
44,PROCESSED,C2,122,0.43898954815794666,13.0975
44,PROCESSED,C3,122,0.436114625260154,14.49527778
44,PROCESSED,C5,122,0.42073050802154777,14.84472222
44,PROCESSED,C6,122,0.41561086765382194,14.67
44,PROCESSED,D1,122,0.42929088687545325,10.82611111
44,PROCESSED,D3,122,0.4470709163697184,14.49527778
44,PROCESSED,D5,122,0.4031306647299535,15.01944444
44,PROCESSED,D6,122,0.41832833333413943,14.49527778
44,PROCESSED,E1,122,0.41446057303263606,11.00083333
44,PROCESSED,E2,122,0.4077490637058818,14.14583333
44,PROCESSED,E3,122,0.42077390826001415,13.44694444
44,PROCESSED,E4,122,0.4580501616917847,14.32055556
44,PROCESSED,E5,122,0.4636637869977198,14.32055556
44,PROCESSED,E6,122,0.44113071162549344,15.01944444
44,PROCESSED,E7,122,0.44532490213248366,12.39861111
44,PROCESSED,E8,122,0.4060175838981559,11.525
44,PROCESSED,F1,122,0.3533639109145501,11.00083333
44,PROCESSED,F2,122,0.3622196576112271,10.30194444
44,PROCESSED,F3,122,0.40139549163761035,11.17555556
44,PROCESSED,F4,122,0.4428195350019275,11.35027778
44,PROCESSED,F5,122,0.4224877495230577,11.17555556
44,PROCESSED,F6,122,0.4454307650806253,11.00083333
45,RAW,A1,413,0.31795878214199225,19.21277778
45,RAW,A2,413,0.3389922006020323,26.37638889
45,RAW,A3,413,0.29207967300396054,52.93416667
45,RAW,A4,413,0.19616655406458516,45.77055556
45,RAW,A5,413,0.22728123843934323,30.91916667
45,RAW,A6,413,0.31798218798479305,33.01583333
45,RAW,B1,413,0.24949286612999155,24.80388889
45,RAW,B2,413,0.052109954238786976,0.168055556
45,RAW,B3,413,0.026214094752244677,53.63305556
45,RAW,B4,413,0.026375165751094443,6.458055556
45,RAW,B5,413,0.026134293219074678,6.108611111
45,RAW,B6,413,0.31330941434263093,61.67027778
45,RAW,C1,413,0.22519250435252403,26.55111111
45,RAW,C2,413,0.05407949309351458,0.168055556
45,RAW,C3,413,0.03522085229878915,0.168055556
45,RAW,C4,413,0.01750271649744306,8.729444444
45,RAW,C5,413,0.017449354175790965,4.361388889
45,RAW,C6,413,0.018256380508371493,0.168055556
45,RAW,D1,413,0.27805205648214315,33.19055556
45,RAW,D2,413,0.038029179360303506,0.168055556
45,RAW,D3,413,0.1846889315010909,70.93055556
45,RAW,D4,413,0.01750271639711576,4.885555556
45,RAW,D5,413,0.08138042007632462,71.28
45,RAW,D6,413,0.26500996115984177,46.99361111
45,RAW,E1,413,0.25480970462718444,26.37638889
45,RAW,E2,413,0.40401161759156845,26.55111111
45,RAW,E3,413,0.1384299726852598,43.84861111
45,RAW,E4,413,0.17953737870699982,47.16833333
45,RAW,E5,413,0.2701187184070024,37.38388889
45,RAW,E6,413,0.08061617925021691,43.49916667
45,RAW,E7,413,0.2876077206137846,45.77055556
45,RAW,E8,413,0.3292922038902304,24.105
45,RAW,F1,413,0.297585829449877,17.815
45,RAW,F2,413,0.24443871865396383,22.5325
45,RAW,F3,413,0.2555103974789503,28.29833333
45,RAW,F4,413,0.13486876271698556,35.63666667
45,RAW,F5,413,0.22124034635632395,26.02694444
45,RAW,F6,413,0.3002163760570764,22.18305556
45,RAW,F7,413,0.25316942512408636,25.50277778
45,RAW,F8,413,0.2720988921830205,18.16444444
