Time_in_hr,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7
0.168055556,0.01628271492696189,0.03356825128058401,0.06979806549059446,0.033372516924568024,0.05133102063434421,0.13750500258055276,0.01695814703327823,0.0,0.01685824616949334,0.0,0.0,0.03479263259588246,0.05148493881091918,0.03447823942727238,0.016329170667291813,0.016329170667291813,-0.01695814703327823,0.017422754509315866,0.035996159135178944,0.035883317770508315,0.03437470054731664,0.0,0.0,0.01763751915545148,0.05242818740402786,0.03577118167127701,0.03396668982274329,0.017265082282583027,0.0,0.017422754509315866,0.0,0.035329559322344675,0.03577118167127701,0.035112812195783154,0.0,0.017969780653703384,0.018026378481475556,0.018140650485082503,0.0
0.342777778,0.00814135746348077,0.025139416884627064,0.06079681328038555,0.033275784448068446,0.03416978171190488,0.008684939043283268,0.02536222111989117,0.026954848125992026,0.016833490999978995,0.008429123084746859,0.008355291244335206,0.034687518260684946,0.04277636028424947,0.017239119713635898,0.008164585333645835,0.016305942797126605,0.00845402451850541,0.008711377254658093,0.03588367040322815,0.00898489032685168,0.008606578572344592,0.008379757725059722,0.0,0.017610426149394343,0.043557693566749656,0.026786640681468743,0.016983344911371656,0.017239119713635898,0.008873449646972897,0.008711377254658093,0.0,0.01766477966117197,0.04450611041188823,0.02629438301902498,0.01766477966117197,0.017941658885253897,0.009013189240738129,0.009070325242541255,0.00904166697916775
0.5175,0.0,0.008355291244334762,0.025897780535088177,0.02484836351686459,0.016983344911371656,-0.0600675622469935,0.02528751551848396,0.009013189240737685,0.016784125640291858,-0.00845402451850541,0.024993042867651027,0.017291201962743585,0.01703389087878948,0.008580771701313772,-4.440892098500626e-16,-4.440892098500626e-16,0.01693309803514431,0.0,0.026786640681469187,0.008928822277236126,0.0,0.008379757725059722,-0.008529619484057172,0.0,0.025976141006027298,0.0089010498458304,-0.008479073516639346,0.008606578572344592,0.008873449646972453,0.0,0.009276135247898942,0.0,0.03543927915397527,0.008737976921133317,0.02645644623284138,0.0,0.0,0.0,0.00904166697916775
0.692222222,0.0,4.440892098500626e-16,0.0,0.01649390859037414,0.025362221119891615,0.00865866082145228,0.016784125640292302,0.0,4.440892098500626e-16,4.440892098500626e-16,0.016637751623316266,0.0,0.008479073516639346,0.017135890833114953,4.440892098500626e-16,0.0,0.0,-0.008711377254657648,0.03543927915397527,0.026786640681469187,0.017135890833114953,0.0,-0.017084738615858353,-0.008791666571668966,0.025819891414950114,0.008873449646972453,0.0,0.0,0.0,-0.008711377254657648,0.00927613524789983,0.0,0.017610426149394787,0.008711377254657648,0.008791666571668966,-0.008956768558402661,0.00898489032685168,0.0,-0.00904166697916775
0.866944444,4.440892098500626e-16,4.440892098500626e-16,0.017135890686002853,0.016446511993101876,0.01688314765156651,0.01729120191341149,0.01673504892164468,0.008984890455089545,-9.592060479235442e-11,0.025287515494646584,0.00828274150930941,0.0,0.01693309798683096,0.017084738567113344,4.440892098500626e-16,0.008141357486779466,4.440892098500626e-16,-9.971667935815276e-11,0.044094635331258125,0.026620519449598756,9.792833211008656e-11,4.440892098500626e-16,-0.008555119156282931,0.0,0.025742469381198507,0.01771946967986837,0.008479073540903492,4.440892098500626e-16,0.0,-9.971667935815276e-11,4.440892098500626e-16,0.0,0.026294382893922386,0.01739631624830995,0.00876473945097711,0.0,0.008984890352563557,0.0,-1.0349765489081619e-10
1.041666667,0.008118261406147464,0.008330967241789278,0.01713589068600241,0.016399387058328774,0.01678412568832277,0.00863254106718081,0.008355291172603696,-0.017941658834071728,0.008379757653119047,0.008404367843080074,0.008282741509308522,0.00860657859697378,0.008454024445927022,0.017033890829898812,-4.440892098500626e-16,0.008118261406147464,-4.440892098500626e-16,0.008711377179869917,0.026294382893307322,0.01771946957829673,9.792788802087671e-11,0.016686258510034246,0.008555119156282931,0.0,0.03406808352679391,0.008846020007503341,0.008454024542698058,-4.440892098500626e-16,0.008846020108761454,0.008711377179869917,-4.440892098500626e-16,0.008791666596827952,0.02621409357668103,0.017343599814953592,0.008764739450976666,0.008956768584033714,0.008956768584033714,0.0,0.00904166690154451
1.216388889,0.0,0.008330967217948793,0.0,0.0,0.016784125640291858,0.008606578572344592,0.0,-0.00898489032685168,0.008355291244335206,-0.008404367915232136,0.0,0.0,0.008429123084746859,0.008504271394732754,0.00814135746348077,0.00811826138291627,0.0,0.0,0.01744935417579141,0.008818759577725377,0.017084738615858353,0.0,0.008555119131801181,0.008791666571668966,0.025512964395428828,0.0,0.00845402451850541,0.008580771701313772,0.0,0.0,0.009246163837838939,0.008791666571668966,0.008711377254658093,0.017291201962743585,0.0,0.008956768558402217,0.008956768558402217,0.0,0.0
1.391111111,0.008095295973507,0.0,0.008529619484057172,0.0,0.008355291244335206,0.008606578572344592,0.008330967217948793,0.0,0.016686258462283998,0.0,0.008258837531080587,0.008580771701313772,0.025213248725038717,0.01693309803514431,0.00814135746348077,0.0,0.0,0.008684939043283268,0.008711377254658093,0.017610426149394343,0.017033890878789926,0.0,0.017033890878789926,0.008791666571668966,0.00845402451850541,0.008818759577725377,0.008429123084746859,0.008580771701313772,0.0,0.0,0.009246163837838939,0.008764739526222698,0.0,0.017239119713635898,0.008737976921133317,0.008928822277236126,0.008928822277236126,0.01805485621990588,0.009013189240738129
1.565833333,0.016213557402822154,0.008306784334053408,0.008529619508466979,0.008187946148086933,0.01668625841467275,0.017135890686002853,0.008330967241789722,0.0,0.008330967241789722,0.008404367939282675,0.008258837554715015,0.025742469381198507,0.016784125688323215,0.008479073637674528,4.440892098500626e-16,0.008095295904008815,0.008429123012382522,0.01734359981525424,0.0,0.017556406047805062,0.008504271419069287,0.008355291363607797,0.017033890927535822,4.440892098500626e-16,9.67710356292173e-11,0.026375165550131197,0.016833490951948527,0.008555119058355487,0.017664779610777614,0.0,4.440892098500626e-16,0.01750271639742218,0.0,0.01718735022462159,0.01744935412600901,0.008928822302787687,0.008928822302787687,0.018054856271572994,0.00901318926653083
1.740555556,0.0,0.008306784334052963,0.008504271419068843,-0.008187946148086933,0.016637751575565574,0.01713589068600241,0.008306784429138236,0.017941658936597715,0.008306784429138236,0.0,0.00823507108285959,-9.792833211008656e-11,0.008355291268244969,9.677147971842714e-11,0.008118261406147909,0.00809529590400837,0.008429123012382522,0.008658660747117075,0.01734359991436696,0.01750271639711576,0.008479073540903048,-0.008330967146427781,-4.440892098500626e-16,0.008764739551304412,9.677147971842714e-11,0.017556405947169118,0.008404367843080074,0.008555119058355043,0.00881875950201616,0.008684939068136721,0.009216385507215374,0.008737976846117324,0.01734359991436696,0.01713589078393074,0.008711377179869917,0.0,0.0,0.0,0.0
